factor_order,factor_name,method,window,month_count,mean_gross_q5_minus_q1,mean_gross_q5_minus_q1_bps,mean_q1_drift_turnover,mean_q5_drift_turnover,mean_roundtrip_traded_notional_ratio,descriptive_break_even_one_way_cost_bps,break_even_is_ex_post_magnitude_diagnostic,factor_sign_flipped
4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,60,129,-0.0010931499317385109,-10.931499317385109,0.46748777031412475,0.4442675986604563,1.823510737949162,5.994754563211061,True,False
5,delta_residual_degree_percentile_1m,RAW_COMMON,60,130,0.0022228978725178567,22.228978725178568,0.8438088262011849,0.8411131627729893,3.3698439779483484,6.596441517957804,True,False
5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,130,0.0019247878591602075,19.247878591602074,0.8445189200210764,0.8414782718782111,3.3719943837985746,5.70815855568514,True,False
5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,130,0.0011034664633071075,11.034664633071076,0.8449864151443602,0.8418655526256545,3.37370393554003,3.2707863060617837,True,False
6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,60,130,0.0018758377525914154,18.758377525914153,0.8594465839381935,0.8585008499882237,3.4358948678528347,5.459531867934211,True,False
6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,130,0.0018898793427101902,18.898793427101904,0.8619679443750312,0.8597934878318046,3.4435228644136715,5.488214880873108,True,False
6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,130,0.0006456459097150141,6.456459097150141,0.8598250772112785,0.8589835933160342,3.4376173410546254,1.8781785337309724,True,False
7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,60,129,0.0013230259243564699,13.2302592435647,0.6861697772335608,0.6695671256989396,2.7114738058650008,4.879360890356839,True,False
7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,128,0.0009757472674889413,9.757472674889412,0.683291202529976,0.6643460133109628,2.6952744316818773,3.620214906576565,True,False
8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,60,127,0.002105994574943075,21.05994574943075,0.7293186402441736,0.7317256883582901,2.9220886572049274,7.20715495661082,True,False
8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,128,0.0006341566402557114,6.341566402557114,0.7281015244231863,0.7312707618206393,2.918744572487651,2.1727034500837417,True,False
9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,60,126,0.0010790927130940795,10.790927130940794,0.6053787848429659,0.5482850631622804,2.3073276960104927,4.676807351465053,True,False
9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,127,-0.0009337417958033012,-9.337417958033011,0.6173977054412126,0.5755289098194248,2.385853230521275,3.913659833967624,True,False
1,residual_degree_percentile,INDUSTRY_SIZE_COMMON,120,123,0.00320008706403742,32.000870640374195,0.32130677844912575,0.27260011887045693,1.1878137946391651,26.940982487996312,True,False
1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,122,0.0030381667514809137,30.381667514809138,0.3470301876736777,0.29966756058082344,1.2933954965090022,23.489851013717114,True,False
2,delta_degree_percentile,RAW_COMMON,120,131,-0.011442175795338258,-114.42175795338258,0.3023408249983734,0.328536305017195,1.2617542600311367,90.68466148912304,True,False
2,delta_degree_percentile,INDUSTRY_SIZE_COMMON,120,128,-0.007038191292814079,-70.38191292814079,0.3326869097008926,0.37677917677021777,1.4189321729422206,49.602027686919435,True,False
2,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,127,-0.0015214851266990767,-15.214851266990767,0.3638227697782496,0.3988404296283473,1.5253263988131942,9.97481672042714,True,False
3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,120,125,0.0023970771221785737,23.97077122178574,0.3651880182291931,0.29021260315086156,1.3108012427601092,18.287113591158416,True,False
3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,124,0.0022722643837297077,22.722643837297078,0.38491830240433644,0.3131897799713465,1.3962161647513658,16.274445469798337,True,False
4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,120,127,-0.0006580927403113635,-6.580927403113635,0.3632708856255437,0.34808253388622,1.4227068390235273,4.625638411656505,True,False
4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,120,127,-0.0012650381606107296,-12.650381606107295,0.36748150984721845,0.3593453665343583,1.4536537527631535,8.702472361152736,True,False
9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,120,124,0.002581511873423239,25.81511873423239,0.4766474474008479,0.4104783027980138,1.7742515003977233,14.549864395462293,True,False
9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,127,0.0008201442206529339,8.20144220652934,0.5001170534597621,0.43870059539609835,1.8776352977117208,4.367963372080009,True,False
5,delta_residual_degree_percentile_1m,RAW_COMMON,120,125,0.0010713117597460613,10.713117597460613,0.785229645791687,0.7894977106134229,3.149454712810219,3.401578550688679,True,False
5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,120,124,0.0005904393930629128,5.904393930629128,0.7884386117679704,0.7924394020924882,3.1617560277209167,1.8674413455250634,True,False
5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,120,123,0.0003427984933363931,3.4279849333639314,0.7912610535442288,0.7954200805137537,3.173362268115965,1.0802375032331673,True,False
6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,120,123,0.0012257816510135848,12.257816510135848,0.8016262697840765,0.8075788952867775,3.2184103301417073,3.8086555947625653,True,False
6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,120,125,0.001333075659935836,13.33075659935836,0.8061058573630289,0.8102132881992142,3.2326382911244864,4.12380087062608,True,False
6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,120,125,0.000686538765085279,6.86538765085279,0.8087631557122498,0.8114117274046369,3.2403497662337735,2.118718084817233,True,False
7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,120,126,0.002181210444588057,21.81210444588057,0.6401316637465974,0.5967262884963158,2.4737159044858266,8.817546269693537,True,False
7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,120,126,0.00012082148719536985,1.2082148719536985,0.6408627462958647,0.6066677186226632,2.4950609298370563,0.48424263211584284,True,False
8,neighbor_retention_1m,RAW_COMMON,120,117,0.0014727541327506258,14.727541327506257,0.6890056870717404,0.6632623693225347,2.7045361127885506,5.445496274893966,True,False
8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,120,124,0.0030549453260997035,30.549453260997037,0.7057153341034953,0.6876496269920194,2.786729922191029,10.962473621045394,True,False
8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,120,124,0.0007917388916233737,7.917388916233737,0.7048759133774012,0.6962075651117073,2.8021669569782164,2.82545224384904,True,False
1,residual_degree_percentile,RAW_COMMON,120,117,-3.706979215858911e-05,-0.3706979215858911,0.31116518461373405,0.22847748917580937,1.0792853475790865,0.3434660930192306,True,False
1,residual_degree_percentile,INDUSTRY_SIZE_COMMON,252,112,0.0027567112845653025,27.567112845653025,0.22418458850164397,0.17855102748998627,0.8054712319832605,34.22482610307047,True,False
1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,115,0.0040649879010194526,40.649879010194525,0.2533099503292417,0.21191305175215044,0.9304460041627843,43.688595392240195,True,False
2,delta_degree_percentile,RAW_COMMON,252,117,-0.009633693527586173,-96.33693527586173,0.1931584408300406,0.2256915284511348,0.8376999385623509,115.00172178739066,True,False
2,delta_degree_percentile,INDUSTRY_SIZE_COMMON,252,107,-0.006589330198167667,-65.89330198167667,0.22720375425095807,0.27416710697550983,1.0027417224529358,65.7131348045303,True,False
2,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,112,-0.0024027177673337616,-24.027177673337615,0.25618464283876546,0.2917515140474651,1.095872313772461,21.925161692082355,True,False
3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,252,107,0.002562088684156421,25.620886841564207,0.26693021317025284,0.19256073293214698,0.9189818922047995,27.879642742573726,True,False
3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,108,0.003087626669262603,30.87626669262603,0.291745360245299,0.2220022050852355,1.027495130661069,30.050036998969407,True,False
4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,252,109,-0.0019395112904197864,-19.395112904197862,0.28516202578968064,0.27814550302894525,1.1266150576372518,17.21538583451342,True,False
4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,252,108,-0.0021514061525077155,-21.514061525077153,0.2905869220771915,0.2900731725790063,1.161320189312396,18.525520974379493,True,False
9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,252,113,0.0039588370613945325,39.58837061394532,0.3583965049537044,0.30134079667556274,1.3194746032585343,30.00313194068237,True,False
9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,117,0.0023360048186884435,23.360048186884434,0.39156259934622356,0.3260693048040981,1.4352638083006433,16.27578710741881,True,False
3,cross_industry_degree_percentile,RAW_COMMON,120,112,0.0002518640843509421,2.518640843509421,0.3506920801623022,0.24352634768495748,1.1884368556945195,2.1192887375051437,True,False
5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,252,108,0.001565749498199122,15.65749498199122,0.7613112010290594,0.7657114445088773,3.0540452910758735,5.126805102643199,True,False
5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,252,106,0.0012847955078118696,12.847955078118696,0.7668480500388247,0.7688497158047158,3.071395531687081,4.1831001398447265,True,False
6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,252,108,0.0012119574675904276,12.119574675904277,0.778836653726376,0.7826277373894746,3.122928782231701,3.8808360744119854,True,False
6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,252,108,0.0008720747612517837,8.720747612517837,0.7816652561490107,0.7846903135473572,3.132711139392736,2.783770103428151,True,False
7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,252,108,0.00392671583476952,39.2671583476952,0.6119129426987777,0.5914730813515408,2.406772048100637,16.315279371257382,True,False
7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,252,106,0.0018857449838655827,18.85744983865583,0.6129355395306761,0.600000027223613,2.425871133508578,7.773475506665509,True,False
8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,252,108,0.0029388607264219887,29.388607264219885,0.6888148863323662,0.6668425322712748,2.7113148372072824,10.839245542760663,True,False
8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,252,108,0.0021046994876474804,21.046994876474805,0.6911193165301157,0.6725106197838869,2.7272598726280055,7.7172678290440215,True,False
9,outside_community_degree_percentile,RAW_COMMON,60,105,-0.0022511911873552455,-22.511911873552457,0.5785546962821532,0.5304178553913586,2.217945103347023,10.149895883167044,True,False
7,neighbor_jaccard_1m,RAW_COMMON,252,102,0.002769595009539693,27.69595009539693,0.5931131373034167,0.5597947809615074,2.3058158365298485,12.011345249965027,True,False
7,neighbor_jaccard_1m,RAW_COMMON,60,108,-0.0011834218234886395,-11.834218234886395,0.7111289652979805,0.6075850166807674,2.6374279639574953,4.487029938489389,True,False
8,neighbor_retention_1m,RAW_COMMON,60,113,-0.0007989663679940865,-7.989663679940865,0.7344671303032022,0.6792448183017472,2.8274238972098984,2.825774970574827,True,False
5,delta_residual_degree_percentile_1m,RAW_COMMON,252,103,0.00022991730219787371,2.299173021978737,0.7545568665466281,0.7614050274760849,3.0319237880454257,0.7583215089522196,True,False
6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,252,103,-1.6260113108128688e-05,-0.16260113108128688,0.7700280084060201,0.783359012177927,3.106774041167894,0.052337610951635895,True,False
7,neighbor_jaccard_1m,RAW_COMMON,120,112,0.000915457518979893,9.15457518979893,0.6380841747689525,0.5340055298125953,2.3441794091630954,3.9052365847148365,True,False
9,outside_community_degree_percentile,RAW_COMMON,120,82,-0.0030738997662466006,-30.738997662466005,0.4562752677449736,0.3871077738938572,1.6867660832776614,18.2236280224079,True,False
1,residual_degree_percentile,RAW_COMMON,252,100,-0.0008216160166430875,-8.216160166430875,0.21036780984052142,0.13696916077616728,0.6946739412333772,11.827361987759717,True,False
3,cross_industry_degree_percentile,RAW_COMMON,252,86,0.0013383656580312306,13.383656580312307,0.2520178630476211,0.1462594641306516,0.7965546543565456,16.801931301404025,True,False
9,outside_community_degree_percentile,RAW_COMMON,252,10,0.004938500900807863,49.38500900807863,0.35871281196346005,0.27059197571958393,1.258609575366088,39.2377509075554,True,False
8,neighbor_retention_1m,RAW_COMMON,252,81,0.0024624434251649583,24.624434251649582,0.654685658677074,0.6955907643371619,2.7005528460284713,9.118293792274107,True,False
4,cross_industry_degree_ratio,RAW_COMMON,60,70,0.0020621956956565464,20.621956956565466,0.356963633073206,0.4362715329563175,1.5864703320590472,12.998640150932196,True,False
4,cross_industry_degree_ratio,RAW_COMMON,120,72,0.0023479180307256924,23.479180307256925,0.2798195885560827,0.3404555149986672,1.2405502071094996,18.926424882039854,True,False
4,cross_industry_degree_ratio,RAW_COMMON,252,57,-0.0015609614636172171,-15.609614636172171,0.23216835160568444,0.24922124627842904,0.9627791957682268,16.213078455353255,True,False
