analysis_date,window,expected_node_count,actual_node_count,expected_edge_count,community_count,active_node_count,community_assigned_node_count,active_community_coverage,within_community_edge_count,outside_community_edge_count,unknown_community_edge_count,within_community_edge_share,outside_community_edge_share,unknown_community_edge_share,mean_participation_coefficient,median_participation_coefficient,mean_outside_community_degree_ratio,mean_external_community_count,max_degree_reconstruction_error,max_strength_reconstruction_error,node_count_ok,key_unique,active_community_coverage_ok,edge_category_identity_ok,unknown_community_edge_ok,degree_reconstruction_ok,within_degree_handshake_ok,outside_degree_handshake_ok,unknown_degree_handshake_ok,strength_reconstruction_ok,ratio_valid,participation_valid,weighted_participation_valid,community_size_valid,qa_pass,qa_errors
2015-04-30,60,1993,1993,19683,7,1986,1986,1.0,12869,6814,0,0.6538129350200681,0.3461870649799319,0.0,0.47171761590868627,0.5095238095238095,0.35869392424468705,2.4556898288016114,0,3.039836883544922e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-05-29,60,1914,1914,18070,10,1898,1898,1.0,11851,6219,0,0.6558384061981184,0.34416159380188155,0.0,0.46163622488460904,0.5,0.35830129835518815,2.4789251844046363,0,3.4868717193603516e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-06-30,60,1802,1802,15971,11,1780,1780,1.0,11168,4803,0,0.6992674222027425,0.30073257779725754,0.0,0.4047444852115098,0.4444444444444444,0.31104878070286107,1.9269662921348314,0,2.86102294921875e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-07-31,60,1572,1572,11651,22,1374,1374,1.0,9158,2493,0,0.786026950476354,0.21397304952364604,0.0,0.1915718875239203,0.0,0.14545629364447446,0.8064046579330422,0,3.6954879760742188e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-08-31,60,1645,1645,12766,21,1463,1463,1.0,9500,3266,0,0.7441641861193796,0.2558358138806204,0.0,0.20555858290517576,0.09033203125,0.15472376580232886,0.8386876281613124,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-09-30,60,1769,1769,15090,34,1529,1529,1.0,12694,2396,0,0.8412193505632869,0.15878064943671305,0.0,0.15568974431712126,0.0,0.11695658303969539,0.6834532374100719,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-10-30,60,1962,1962,19104,15,1761,1761,1.0,15382,3722,0,0.8051716917922948,0.1948283082077052,0.0,0.2197002810915978,0.16860318897439763,0.16637031405875694,0.9823963657013061,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-11-30,60,2037,2037,20591,8,1950,1950,1.0,17010,3581,0,0.8260890680394347,0.17391093196056528,0.0,0.3113274524247454,0.33999999999999997,0.2356381144786638,1.465128205128205,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-12-31,60,2119,2119,22259,9,2030,2030,1.0,18314,3945,0,0.8227683184329934,0.1772316815670066,0.0,0.296036161570068,0.31999999999999995,0.22774513380562492,1.393103448275862,0,3.6954879760742188e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-01-29,60,2199,2199,24016,20,2069,2069,1.0,19836,4180,0,0.8259493670886076,0.17405063291139242,0.0,0.26104725358008646,0.2692307692307693,0.202192447477017,1.1319478008699855,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-02-29,60,2241,2241,24958,12,2159,2159,1.0,18966,5992,0,0.7599166599887811,0.24008334001121884,0.0,0.32007357360308564,0.3545706371191135,0.2508460268743042,1.5159796201945346,0,7.12275505065918e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-03-31,60,2290,2290,26045,9,2243,2243,1.0,19754,6291,0,0.7584565175657516,0.24154348243424842,0.0,0.35473959793861026,0.40625,0.2718900306140408,1.7182345073562193,0,3.606081008911133e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-04-29,60,2246,2246,25028,9,2232,2232,1.0,18569,6459,0,0.7419290394757871,0.25807096052421286,0.0,0.3908192755451053,0.4444444444444444,0.305106485808374,2.1169354838709675,0,3.6954879760742188e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-05-31,60,2265,2265,25417,10,2262,2262,1.0,17541,7876,0,0.6901286540504387,0.30987134594956134,0.0,0.515315479027507,0.5662211165457919,0.3907715987111804,3.329796640141468,0,1.9073486328125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-06-30,60,2284,2284,25884,12,2281,2281,1.0,16646,9238,0,0.6430999845464379,0.35690001545356204,0.0,0.5447926293407177,0.5882352941176471,0.41722030373151836,3.7202981148619028,0,1.8477439880371094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-07-29,60,2332,2332,27072,12,2322,2322,1.0,17411,9661,0,0.6431368203309693,0.35686317966903075,0.0,0.5036807639008329,0.5454545454545454,0.38904469517973495,3.2372954349698535,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-08-31,60,2409,2409,28881,13,2407,2407,1.0,19683,9198,0,0.6815207229666563,0.3184792770333437,0.0,0.491675021452951,0.5364891518737673,0.37325125570943296,3.2746157041960946,0,1.8775463104248047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-09-30,60,2429,2429,29342,11,2427,2427,1.0,19846,9496,0,0.6763683457160384,0.32363165428396157,0.0,0.500221278039874,0.5408163265306123,0.37829899229707553,3.2558714462299134,0,3.129243850708008e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-10-31,60,2451,2451,29911,13,2450,2450,1.0,17908,12003,0,0.5987095048644312,0.40129049513556886,0.0,0.5958351011507392,0.6389295964152024,0.45765553105448,4.648571428571429,0,1.8775463104248047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-11-30,60,2460,2460,30101,11,2459,2459,1.0,21116,8985,0,0.7015049333909172,0.29849506660908276,0.0,0.5080031043255594,0.5556711758584807,0.38833709431567914,3.471736478243188,0,3.516674041748047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-12-30,60,2499,2499,31101,11,2499,2499,1.0,21421,9680,0,0.6887559885534227,0.31124401144657726,0.0,0.5145140285659969,0.56,0.3900316526246717,3.43937575030012,0,3.2782554626464844e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-01-26,60,2537,2537,32057,9,2536,2536,1.0,22835,9222,0,0.7123249212340519,0.28767507876594817,0.0,0.48217882111062843,0.5190311418685121,0.3676182791089161,2.9988170347003154,0,3.6954879760742188e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-02-28,60,2579,2579,33152,10,2577,2577,1.0,22154,10998,0,0.6682553088803089,0.3317446911196911,0.0,0.5150330815959026,0.5522682445759368,0.39598144449793843,3.216530849825378,0,3.427267074584961e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-03-31,60,2663,2663,35348,12,2661,2661,1.0,23300,12048,0,0.6591603485345705,0.34083965146542944,0.0,0.5180359151868961,0.560553633217993,0.39448223365117485,3.5663284479518977,0,2.2649765014648438e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-04-28,60,2696,2696,36197,9,2688,2688,1.0,27706,8491,0,0.7654225488300135,0.23457745116998646,0.0,0.4234017751644285,0.45999999999999996,0.318365570771705,2.5167410714285716,0,3.606081008911133e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-05-31,60,2699,2699,36257,8,2694,2694,1.0,28768,7489,0,0.7934467826902392,0.20655321730976087,0.0,0.38941052036133433,0.4266297322253001,0.2906866932186258,2.242390497401633,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-06-30,60,2750,2750,37626,10,2733,2733,1.0,31235,6391,0,0.8301440493275927,0.16985595067240739,0.0,0.36029750851987374,0.375,0.2741329915240933,2.0878155872667397,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-07-31,60,2783,2783,38606,10,2779,2779,1.0,28335,10271,0,0.7339532715122001,0.2660467284877998,0.0,0.46319590972924995,0.5,0.3516014837450986,2.9197553076646274,0,3.6954879760742188e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-08-31,60,2834,2834,40066,10,2822,2822,1.0,30846,9220,0,0.7698796984974792,0.23012030150252083,0.0,0.45283248387764696,0.5,0.3438706083005529,2.8026222537207652,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-09-29,60,2897,2897,41851,10,2886,2886,1.0,32939,8912,0,0.7870540727820123,0.21294592721798764,0.0,0.4253159193927012,0.48,0.3238238660698934,2.5675675675675675,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-10-31,60,2941,2941,43133,11,2940,2940,1.0,30979,12154,0,0.7182203881019174,0.28177961189808265,0.0,0.49870248632176106,0.5422673971549404,0.3781636966723084,3.619387755102041,0,3.6954879760742188e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-11-30,60,2959,2959,43668,10,2956,2956,1.0,30117,13551,0,0.6896812311074471,0.3103187688925529,0.0,0.5184955538168284,0.5742271196816651,0.3951239905046007,3.753382949932341,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-12-29,60,2995,2995,44751,9,2995,2995,1.0,31300,13451,0,0.6994257111572926,0.3005742888427074,0.0,0.4926990298127065,0.5347222222222222,0.37554613177160207,3.3285475792988315,0,3.635883331298828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-01-31,60,3026,3026,45680,10,3025,3025,1.0,31619,14061,0,0.6921847635726796,0.3078152364273205,0.0,0.519839488412221,0.5748393021120294,0.3958586415943147,3.8244628099173554,0,3.427267074584961e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-02-28,60,2961,2961,43725,11,2948,2948,1.0,31776,11949,0,0.7267238421955403,0.2732761578044597,0.0,0.4476648161632596,0.485207100591716,0.3383053659629641,2.659430122116689,0,3.635883331298828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-03-30,60,3008,3008,45124,9,2999,2999,1.0,35553,9571,0,0.7878955766332771,0.2121044233667228,0.0,0.4037071645261626,0.4444444444444444,0.30491611448238876,2.4041347115705234,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-04-27,60,3025,3025,45637,7,3015,3015,1.0,37531,8106,0,0.8223809628152595,0.17761903718474045,0.0,0.37329717717403044,0.4027777777777778,0.28384065535911046,2.05804311774461,0,7.271766662597656e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-05-31,60,3097,3097,47832,10,3097,3097,1.0,35241,12591,0,0.736766181635725,0.26323381836427495,0.0,0.4816008072754573,0.5244444444444445,0.3648378488392512,3.2596060703907006,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-06-29,60,3080,3080,47343,10,3077,3077,1.0,33707,13636,0,0.7119743151046617,0.28802568489533825,0.0,0.47863617405305153,0.5204081632653061,0.3635084882399011,3.0822229444263893,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-07-31,60,3166,3166,50065,10,3165,3165,1.0,35990,14075,0,0.7188654748826525,0.28113452511734743,0.0,0.48429841202768475,0.5267489711934157,0.36566363918039746,3.3832543443917853,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-08-31,60,3263,3263,53204,10,3260,3260,1.0,36384,16820,0,0.6838583565145477,0.3161416434854522,0.0,0.5028387193698057,0.5531329105972953,0.3830031294615289,3.5217791411042945,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-09-28,60,3334,3334,55549,11,3333,3333,1.0,37069,18480,0,0.6673207438477741,0.332679256152226,0.0,0.5275865439644671,0.5866666666666667,0.4028060787355225,4.045604560456046,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-10-31,60,3359,3359,56379,10,3358,3358,1.0,37802,18577,0,0.6704978804164671,0.32950211958353287,0.0,0.5176032664329365,0.56,0.39160067230382306,3.695354377605718,0,3.606081008911133e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-11-30,60,3374,3374,56889,9,3372,3372,1.0,37553,19336,0,0.6601100388475803,0.33988996115241965,0.0,0.5209301625059092,0.56,0.3950735785210345,3.7861803084223014,0,3.159046173095703e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-12-28,60,3426,3426,58655,9,3425,3425,1.0,38675,19980,0,0.6593640780837098,0.34063592191629016,0.0,0.5275911790492714,0.5736882716049383,0.3991157771616563,3.858978102189781,0,3.606081008911133e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-01-31,60,3492,3492,60937,11,3492,3492,1.0,39523,21414,0,0.6485878858493198,0.3514121141506802,0.0,0.5575614476193043,0.5984,0.42395545450529304,4.383161512027492,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-02-28,60,3522,3522,61991,12,3522,3522,1.0,39854,22137,0,0.6428997757739027,0.35710022422609733,0.0,0.555099409230476,0.6034059968849459,0.4208944076508968,4.397501419647927,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-03-29,60,3517,3517,61817,11,3513,3513,1.0,42624,19193,0,0.6895190643350535,0.31048093566494656,0.0,0.49496877145836216,0.5348433833282318,0.37217000443663234,3.4155992029604327,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-04-30,60,3515,3515,61735,10,3512,3512,1.0,42581,19154,0,0.6897383979914149,0.3102616020085851,0.0,0.513761416763748,0.5537039161117785,0.38793462696691305,3.667995444191344,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-05-31,60,3512,3512,61618,11,3512,3512,1.0,42983,18635,0,0.69757213801162,0.30242786198838,0.0,0.5104041444226902,0.56,0.3881734573535377,3.7528473804100226,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-06-28,60,3528,3528,62184,9,3527,3527,1.0,41777,20407,0,0.6718287662421202,0.3281712337578798,0.0,0.5214405173642979,0.5619834710743802,0.39382260803519054,3.825347320669124,0,3.3974647521972656e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-07-31,60,3548,3548,62916,12,3548,3548,1.0,38613,24303,0,0.6137230593171848,0.3862769406828152,0.0,0.5917608665521991,0.6413144980921562,0.4546530524920473,5.099492671927846,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-08-30,60,3566,3566,63555,14,3566,3566,1.0,36451,27104,0,0.5735347336952246,0.4264652663047754,0.0,0.6166946270422842,0.6574394463667821,0.47332380979109917,5.826696578799775,0,3.635883331298828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-09-30,60,3588,3588,64340,13,3587,3587,1.0,38510,25830,0,0.5985390115013988,0.4014609884986012,0.0,0.6028055505680452,0.6548323471400395,0.46515453244995003,5.449400613325899,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-10-31,60,3628,3628,65783,12,3628,3628,1.0,40242,25541,0,0.6117385950777556,0.38826140492224437,0.0,0.5929325134955107,0.6445796745867769,0.45912499612212043,5.25606394707828,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-11-29,60,3638,3638,66142,12,3638,3638,1.0,42334,23808,0,0.6400471712376402,0.3599528287623598,0.0,0.5690560095574391,0.6114641363126212,0.4406762057603997,4.504947773501924,0,7.420778274536133e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-12-31,60,3641,3641,66254,10,3640,3640,1.0,43416,22838,0,0.6552962839979473,0.3447037160020527,0.0,0.5414340124269458,0.5834172920253065,0.4157604475329885,3.975,0,7.092952728271484e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-01-23,60,3663,3663,67055,8,3659,3659,1.0,52566,14489,0,0.7839236447692193,0.2160763552307807,0.0,0.4327365862932961,0.47258979206049145,0.3289580427956275,2.836840666848866,0,7.4803829193115234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-02-28,60,3697,3697,68314,19,3498,3498,1.0,54476,13838,0,0.7974353719588957,0.2025646280411043,0.0,0.26974789107222386,0.26258807355215674,0.20245841369712297,1.4731275014293883,0,7.62939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-03-31,60,3718,3718,69094,14,3632,3632,1.0,55750,13344,0,0.8068717978406229,0.1931282021593771,0.0,0.32085143945895006,0.33777777777777773,0.23905505405666713,1.8455396475770924,0,7.510185241699219e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-04-30,60,3744,3744,70054,9,3726,3726,1.0,53932,16122,0,0.7698632483512718,0.23013675164872813,0.0,0.38827662200939417,0.4291742844647073,0.29069805129780635,2.42914653784219,0,7.3909759521484375e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-05-29,60,3738,3738,69827,8,3736,3736,1.0,53772,16055,0,0.7700746129720595,0.2299253870279405,0.0,0.44524683782201835,0.4876579855957756,0.33379227564292185,2.9603854389721627,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-06-30,60,3749,3749,70222,10,3749,3749,1.0,46613,23609,0,0.6637948221355131,0.3362051778644869,0.0,0.5520723848156407,0.6074380165289256,0.4206051178932777,4.391037610029342,0,3.635883331298828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-07-31,60,3765,3765,70835,9,3753,3753,1.0,53077,17758,0,0.7493047222418296,0.2506952777581704,0.0,0.4468636739783195,0.49382716049382713,0.33831000589615084,2.8790301092459365,0,7.4803829193115234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-08-31,60,3791,3791,71816,9,3786,3786,1.0,53271,18545,0,0.7417706360699565,0.2582293639300434,0.0,0.46567394463504996,0.5014292259720807,0.35450125394861,3.160063391442155,0,7.62939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-09-30,60,3821,3821,72960,8,3804,3804,1.0,60063,12897,0,0.8232319078947369,0.17676809210526315,0.0,0.3847589241054677,0.42979874411611524,0.2912563174660242,2.3551524710830702,0,7.510185241699219e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-10-30,60,3864,3864,74612,9,3855,3855,1.0,55200,19412,0,0.7398273736128237,0.2601726263871763,0.0,0.4389322316547208,0.485353399623757,0.33101764247855103,2.915953307392996,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-11-30,60,3936,3936,77425,8,3930,3930,1.0,54443,22982,0,0.7031708104617371,0.2968291895382628,0.0,0.45354155023186427,0.4992,0.3414997046260798,2.9185750636132317,0,6.198883056640625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-12-31,60,4004,4004,80127,8,4004,4004,1.0,55165,24962,0,0.6884695545821009,0.3115304454178991,0.0,0.5071443295880473,0.5453599470248793,0.383251418681063,3.5846653346653348,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-01-29,60,4030,4030,81174,9,4024,4024,1.0,57599,23575,0,0.7095744942962032,0.29042550570379677,0.0,0.4633654181183955,0.5,0.3496835405033568,3.0077037773359843,0,3.606081008911133e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-02-26,60,4045,4045,81778,10,4041,4041,1.0,56223,25555,0,0.6875076426422754,0.31249235735772457,0.0,0.4903751808979637,0.524811753902663,0.3710900392843391,3.336055431823806,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-03-31,60,4099,4099,83973,9,4086,4086,1.0,58772,25201,0,0.6998916318340419,0.3001083681659581,0.0,0.46441095908193686,0.5013512935407971,0.3521436614492447,3.0695056289769944,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-04-30,60,4136,4136,85486,10,4133,4133,1.0,60463,25023,0,0.7072854034578762,0.29271459654212384,0.0,0.5044190355135543,0.5509271701155604,0.38259722483820485,3.6588434551173483,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-05-31,60,4160,4160,86480,8,4160,4160,1.0,61944,24536,0,0.7162812210915819,0.2837187789084181,0.0,0.48028770634255913,0.5206328073635766,0.3624908620332684,3.2771634615384615,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-06-30,60,4199,4199,88094,11,4199,4199,1.0,58156,29938,0,0.6601584670919699,0.33984153290803004,0.0,0.5429820023789631,0.5888888888888889,0.4107471370078724,4.439628482972136,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-07-30,60,4256,4256,90518,8,4254,4254,1.0,63949,26569,0,0.7064782695154554,0.2935217304845445,0.0,0.48751418612438707,0.5329861111111112,0.36609281625533935,3.442172073342736,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-08-31,60,4309,4309,92800,9,4309,4309,1.0,65358,27442,0,0.7042887931034483,0.2957112068965517,0.0,0.49476280382617577,0.5514403292181069,0.37511143667946545,3.5488512415873754,0,6.586313247680664e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-09-30,60,4360,4360,95013,9,4337,4337,1.0,73364,21649,0,0.7721469693620873,0.2278530306379127,0.0,0.38594767273988656,0.41666666666666663,0.29039610117477166,2.4219506571362692,0,6.377696990966797e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-10-29,60,4398,4398,96678,11,4376,4376,1.0,74913,21765,0,0.7748712219946627,0.22512877800533732,0.0,0.3765194291298367,0.40661492955989326,0.2818270605409573,2.362888482632541,0,6.645917892456055e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-11-30,60,4432,4432,98181,11,4412,4412,1.0,68903,29278,0,0.7017956631120074,0.2982043368879926,0.0,0.4420721041347525,0.48475077683627954,0.33123578788034297,2.867180417044424,0,6.645917892456055e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-12-31,60,4472,4472,99964,8,4462,4462,1.0,75151,24813,0,0.751780641030771,0.24821935896922892,0.0,0.4144824660257034,0.4444444444444444,0.3091270261050182,2.7577319587628866,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-01-28,60,4502,4502,101310,9,4478,4478,1.0,76899,24411,0,0.7590464909683151,0.24095350903168491,0.0,0.36083855898687783,0.38850059031877215,0.26806974244337134,2.2947744528807505,0,7.4803829193115234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-02-28,60,4532,4532,102663,10,4488,4488,1.0,86292,16371,0,0.8405365126676602,0.15946348733233978,0.0,0.3214892792114327,0.33999999999999997,0.23961018065295997,1.91198752228164,0,7.3909759521484375e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-03-31,60,4578,4578,104760,10,4518,4518,1.0,90403,14357,0,0.8629534173348606,0.13704658266513936,0.0,0.2917303376270066,0.2777777777777778,0.21735255673950532,1.7319610447100486,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-04-29,60,4602,4602,105854,10,4566,4566,1.0,87858,17996,0,0.82999225348121,0.17000774651879003,0.0,0.3553296265893255,0.3725750866050714,0.2647845859205476,2.4430573806395093,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-05-31,60,4568,4568,104293,11,4551,4551,1.0,79579,24714,0,0.7630329935853797,0.23696700641462035,0.0,0.43975349280767095,0.48,0.32829164674465655,3.391342562074269,0,7.361173629760742e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-06-30,60,4602,4602,105846,10,4597,4597,1.0,78499,27347,0,0.7416340721425467,0.25836592785745327,0.0,0.44820595156081977,0.4814814814814815,0.3344007858679859,3.367848596911029,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-07-29,60,4643,4643,107744,12,4621,4621,1.0,79786,27958,0,0.740514553014553,0.259485446985447,0.0,0.43081918011195625,0.4628099173553719,0.3189511481260534,3.1077688811945468,0,7.450580596923828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-08-31,60,4671,4671,109061,11,4581,4581,1.0,78165,30896,0,0.716708997716874,0.283291002283126,0.0,0.3362581851121984,0.360655737704918,0.25115434350716154,2.1573892163283124,0,9.208917617797852e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-09-30,60,4709,4709,110843,19,4495,4495,1.0,89105,21738,0,0.8038847739595645,0.19611522604043558,0.0,0.2612610198810923,0.23553719008264462,0.19882024485475625,1.5317018909899889,0,1.290440559387207e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-10-31,60,4734,4734,112021,14,4582,4582,1.0,92599,19422,0,0.8266217941278867,0.17337820587211328,0.0,0.2778646061302324,0.254014530982461,0.20536572923044882,1.6778699257965954,0,7.510185241699219e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-11-30,60,4774,4774,113921,11,4616,4616,1.0,93411,20510,0,0.8199629567858429,0.18003704321415717,0.0,0.27498506608841594,0.26020025413468395,0.2008251309579585,1.5708405545927209,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-12-30,60,4812,4812,115741,14,4651,4651,1.0,95384,20357,0,0.8241159139803527,0.1758840860196473,0.0,0.2805275789143008,0.2777777777777778,0.20726333404775263,1.5082777897226403,0,7.62939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-01-31,60,4838,4838,116993,11,4675,4675,1.0,97524,19469,0,0.8335883343447898,0.16641166565521015,0.0,0.2440284996979969,0.20370370370370372,0.1779774219047805,1.3152941176470587,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-02-28,60,4853,4853,117727,10,4781,4781,1.0,102134,15593,0,0.8675495001146721,0.13245049988532792,0.0,0.3007314880066436,0.2866666666666666,0.2246350599524859,1.807780798996026,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-03-31,60,4884,4884,119238,11,4870,4870,1.0,93095,26143,0,0.7807494255187105,0.2192505744812895,0.0,0.4149470061632323,0.44897959183673475,0.3061441364411645,3.150718685831622,0,6.407499313354492e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-04-28,60,4896,4896,119821,10,4866,4866,1.0,95689,24132,0,0.7985995777034076,0.2014004222965924,0.0,0.3893170184406159,0.4157936144543287,0.28687287688435065,2.723181257706535,0,6.079673767089844e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-05-31,60,4888,4888,119425,11,4848,4848,1.0,98953,20472,0,0.828578605819552,0.17142139418044797,0.0,0.3494291346805895,0.36734693877551017,0.2543566999530159,2.420173267326733,0,7.3909759521484375e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
