analysis_date,window,membership_path,source_community_column
2026-01-30,60,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W60\2026-01-30.parquet,community_id
2026-02-27,60,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W60\2026-02-27.parquet,community_id
2026-03-31,60,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W60\2026-03-31.parquet,community_id
2026-04-30,60,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W60\2026-04-30.parquet,community_id
2026-05-29,60,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W60\2026-05-29.parquet,community_id
2026-06-30,60,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W60\2026-06-30.parquet,community_id
2026-07-31,60,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W60\2026-07-31.parquet,community_id
2026-08-31,60,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W60\2026-08-31.parquet,community_id
2026-09-03,60,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W60\2026-09-03.parquet,community_id
2015-07-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2015-07-31.parquet,community_id
2015-08-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2015-08-31.parquet,community_id
2015-09-30,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2015-09-30.parquet,community_id
2015-10-30,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2015-10-30.parquet,community_id
2015-11-30,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2015-11-30.parquet,community_id
2015-12-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2015-12-31.parquet,community_id
2016-01-29,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-01-29.parquet,community_id
2016-02-29,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-02-29.parquet,community_id
2016-03-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-03-31.parquet,community_id
2016-04-29,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-04-29.parquet,community_id
2016-05-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-05-31.parquet,community_id
2016-06-30,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-06-30.parquet,community_id
2016-07-29,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-07-29.parquet,community_id
2016-08-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-08-31.parquet,community_id
2016-09-30,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-09-30.parquet,community_id
2016-10-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-10-31.parquet,community_id
2016-11-30,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-11-30.parquet,community_id
2016-12-30,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2016-12-30.parquet,community_id
2017-01-26,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2017-01-26.parquet,community_id
2017-02-28,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2017-02-28.parquet,community_id
2017-03-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2017-03-31.parquet,community_id
2017-04-28,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2017-04-28.parquet,community_id
2017-05-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2017-05-31.parquet,community_id
2017-06-30,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2017-06-30.parquet,community_id
2017-07-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2017-07-31.parquet,community_id
2017-08-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2017-08-31.parquet,community_id
2017-09-29,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2017-09-29.parquet,community_id
2017-10-31,120,D:\M1_StockNetwork\output\M1_day4\04_step4_industry_community_validation\community_membership\M1_RESIDUAL_POSITIVE\W120\2017-10-31.parquet,community_id
