analysis_date,window,factor_order,factor_name,neutralization,target_name,spread_status,q1_return,q2_return,q3_return,q4_return,q5_return,q5_minus_q1,q5_minus_q1_bps,portfolio_spearman
2015-04-30,60,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.0027018654007553663,0.003690794932528854,-0.03213734173542369,-0.06837560926095305,-0.10872221306846261,-0.11142407846921798,-1114.24078469218,-0.8999999999999998
2015-04-30,60,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.0066186513754441295,0.0036088199904156875,-0.03711615690954635,-0.07706989729211286,-0.08423419260750774,-0.07761554123206361,-776.1554123206362,-0.8999999999999998
2015-05-29,60,1,residual_degree_percentile,RAW,future_excess_return,PASS,-0.04341789716081525,-0.0337139508228584,-0.025123339465022383,-0.03686449250528008,0.03726609765176086,0.0806839948125761,806.839948125761,0.7
2015-05-29,60,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.054461357424413,-0.01664896879580412,-0.027324729493135073,-0.012668240269340719,0.007246963378296139,0.06170832080270914,617.0832080270914,0.8999999999999998
2015-05-29,60,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.057935502956576256,-0.013123342383786636,-0.029748560871157417,-0.0061512293822594336,0.002784131332837338,0.06071963428941359,607.1963428941359,0.8999999999999998
2015-05-29,60,2,delta_degree_percentile,RAW,future_excess_return,PASS,-0.009998306331200208,-0.03192449388077671,-0.007639075700062231,-0.02176736813429716,-0.03218260365719228,-0.02218429732599207,-221.84297325992068,-0.49999999999999994
2015-05-29,60,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.011758442223605925,-0.01817903229977226,-0.0034037116681373105,-0.023530375227395966,-0.047286707370376206,-0.03552826514677028,-355.2826514677028,-0.7
2015-05-29,60,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.01993003886840352,-0.002450229004392944,-0.009215132173821186,-0.025179616360085137,-0.047345875768867965,-0.027415836900464445,-274.15836900464444,-0.7
2015-05-29,60,3,cross_industry_degree_percentile,RAW,future_excess_return,PASS,-0.04167620213804418,-0.029288201400203075,-0.02314143361148441,-0.04190734309014258,0.03522867353353396,0.07690487567157814,769.0487567157813,0.39999999999999997
2015-05-29,60,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.05308263756088188,-0.009634653226314814,-0.035357449232020936,-0.0051873624984520505,-0.0009343142744796849,0.05214832328640219,521.4832328640219,0.8999999999999998
2015-05-29,60,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.05754955515353222,-0.007056910215844187,-0.03241304738504628,-0.002236777203983225,-0.004925171186384761,0.052624383967147456,526.2438396714746,0.7999999999999999
2015-05-29,60,4,cross_industry_degree_ratio,RAW,future_excess_return,FEWER_THAN_5_PORTFOLIOS,,,,,,,,
2015-05-29,60,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.015466111807439058,0.0035500612003741016,-0.015414562123409857,-0.02685670558093149,-0.0506224286336663,-0.03515631682622724,-351.56316826227237,-0.7
2015-05-29,60,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.013440463285427983,0.0015035887001880553,-0.015466360905669942,-0.03389946996247876,-0.039955966321423654,-0.02651550303599567,-265.1550303599567,-0.8999999999999998
2015-05-29,60,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,PASS,-0.029646389891247345,-0.015945495980393628,0.0171527709990341,-0.021799772715442055,-0.04178967163462925,-0.012143281743381907,-121.43281743381907,-0.3
2015-05-29,60,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.02993971725047136,-0.01832514173365818,0.005228671985955621,-0.009596933232764114,-0.039650347269761146,-0.009710630019289786,-97.10630019289786,-0.09999999999999999
2015-05-29,60,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.03185998278180683,-0.01615856687584107,0.008054535692206193,-0.012952904356702643,-0.03935878581672448,-0.0074988030349176504,-74.9880303491765,-0.09999999999999999
2015-05-29,60,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,PASS,-0.028961979180938003,-0.023515748661760687,0.007517677136469097,-0.01737070164486036,-0.029688906818151572,-0.0007269276372135688,-7.269276372135688,-0.09999999999999999
2015-05-29,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.03387576394883214,-0.015428973420627982,-0.00308473826753526,-0.015732237454276474,-0.02418459344858526,0.009691170500246881,96.9117050024688,0.09999999999999999
2015-05-29,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.03573706639059224,-0.010095063151186004,-0.008448762628493959,-0.013712087837028854,-0.02432806286321804,0.011409003527374197,114.09003527374198,0.09999999999999999
2015-05-29,60,7,neighbor_jaccard_1m,RAW,future_excess_return,PASS,-0.05674555501471386,-0.036089328744754234,-0.025945367764686315,-0.020254695493455467,0.04883932878524142,0.10558488379995529,1055.8488379995529,0.9999999999999999
2015-05-29,60,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.049182960139182566,-0.04312899892779981,-0.015059270762176781,-0.014905947907371545,0.03112065570533418,0.08030361584451674,803.0361584451674,0.9999999999999999
2015-05-29,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.04931412850967439,-0.04661758335906631,-0.011162690973179967,-0.013707193072400715,0.029395271542077335,0.07870940005175173,787.0940005175173,0.8999999999999998
2015-05-29,60,8,neighbor_retention_1m,RAW,future_excess_return,PASS,-0.05611564821964523,-0.03821525536022949,-0.005408446686419109,-0.0322457518469856,0.05187572909702315,0.10799137731666839,1079.9137731666838,0.8999999999999998
2015-05-29,60,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.05559297303889234,-0.03565308210951738,-0.018246034632193858,-0.012691908385406287,0.029497045518750507,0.08509001855764284,850.9001855764284,0.9999999999999999
2015-05-29,60,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.05555761341450209,-0.04268703021932253,-0.0190437124530688,-0.0042658653774450064,0.028331294602523018,0.08388890801702512,838.8890801702512,0.9999999999999999
2015-05-29,60,9,outside_community_degree_percentile,RAW,future_excess_return,PASS,-0.07308971398030754,-0.04313078470608007,-0.022194593339321316,-0.019152652478746566,0.07002256790957563,0.14311228188988318,1431.1228188988318,0.9999999999999999
2015-05-29,60,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.06532757286102107,-0.03593856744798872,-0.0321653975709046,0.004863411799821088,0.024572413039415167,0.08989998590043624,898.9998590043624,0.9999999999999999
2015-05-29,60,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.062306616906607465,-0.042871175201927486,-0.026509351979583783,0.00681284982971277,0.020708247461932422,0.08301486436853989,830.1486436853988,0.9999999999999999
2015-06-30,60,1,residual_degree_percentile,RAW,future_excess_return,PASS,-0.037588150541188095,-0.04094170412264962,-0.04067078224726959,-0.041617216626264324,-0.036907207452021924,0.0006809430891661708,6.809430891661708,0.09999999999999999
2015-06-30,60,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.034337513032588834,-0.04053414077582771,-0.04505417315722471,-0.050464938471698695,-0.026622464697706523,0.0077150483348823115,77.15048334882312,0.0
2015-06-30,60,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.02729573333870229,-0.035767304590762744,-0.050783086532716216,-0.04763393142885244,-0.035434294727148055,-0.008138561388445764,-81.38561388445764,-0.3
2015-06-30,60,2,delta_degree_percentile,RAW,future_excess_return,PASS,-0.031011507280318318,-0.037401851053345654,-0.04151979636807407,-0.03641361178945914,-0.05063354181880333,-0.01962203453848501,-196.2203453848501,-0.7
2015-06-30,60,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.02456874255149113,-0.04111146293393641,-0.04361199814641575,-0.04043959127257742,-0.04715756604561864,-0.022588823494127507,-225.88823494127507,-0.7
2015-06-30,60,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.01947573193784749,-0.034486586625644196,-0.04269441767294042,-0.047200060381417004,-0.05303039816135109,-0.0335546662235036,-335.546662235036,-0.9999999999999999
2015-06-30,60,3,cross_industry_degree_percentile,RAW,future_excess_return,PASS,-0.035076697304498826,-0.04761692990304634,-0.03329275481136805,-0.04397662820672492,-0.037673305157643236,-0.00259660785314441,-25.9660785314441,-0.09999999999999999
2015-06-30,60,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.04193380360806554,-0.0342640843299735,-0.04090035986052221,-0.05444064775576979,-0.025299032935207084,0.016634770672858457,166.34770672858457,0.3
2015-06-30,60,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.029446414375040735,-0.03819588874241503,-0.04249555334037273,-0.052292939223684616,-0.034480230999699484,-0.005033816624658748,-50.338166246587484,-0.39999999999999997
2015-06-30,60,4,cross_industry_degree_ratio,RAW,future_excess_return,FEWER_THAN_5_PORTFOLIOS,,,,,,,,
2015-06-30,60,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.05134726555145942,-0.0360330418382975,-0.03542580682636468,-0.03646101271892909,-0.041201027208934995,0.010146238342524427,101.46238342524427,0.09999999999999999
2015-06-30,60,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.05167061560146266,-0.04009408794604765,-0.03784496901003477,-0.034754739684766285,-0.03545132417692631,0.016219291424536347,162.19291424536348,0.8999999999999998
2015-06-30,60,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,PASS,-0.044720890861130236,-0.03831281424556379,-0.04674924821676268,-0.037011222069353734,-0.03811018049482924,0.006610710366300995,66.10710366300995,0.6
2015-06-30,60,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.04472724182769166,-0.03826487510005606,-0.04597064922995967,-0.03666843417571004,-0.03922131292665004,0.0055059289010416165,55.059289010416165,0.3
2015-06-30,60,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.04502762333559528,-0.0368869587704351,-0.04616627943727591,-0.03729041924029996,-0.039478962412602264,0.005548660922993019,55.486609229930195,0.09999999999999999
2015-06-30,60,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,PASS,-0.04932837233945328,-0.03786840898628306,-0.044586660542299844,-0.03328410162986758,-0.039769873253617465,0.009558499085835816,95.58499085835815,0.49999999999999994
2015-06-30,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.05263206348042816,-0.03632777280227108,-0.0452134566849669,-0.032093293103441,-0.03859305463794724,0.014039008842480924,140.39008842480925,0.49999999999999994
2015-06-30,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.052392543325954284,-0.036717050466111095,-0.045033567756538787,-0.03182513682679042,-0.03886502232616578,0.013527520999788503,135.27520999788504,0.49999999999999994
2015-06-30,60,7,neighbor_jaccard_1m,RAW,future_excess_return,FEWER_THAN_5_PORTFOLIOS,,,,,,,,
2015-06-30,60,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.049835304032658116,-0.055766020513795866,-0.03926517735314281,-0.03470633736897765,-0.025921571915360972,0.023913732117297144,239.13732117297144,0.8999999999999998
2015-06-30,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.03157906207852263,-0.0492263981793863,-0.058408885341472386,-0.037312353887176006,-0.02907151047907554,0.0025075515994470894,25.075515994470894,0.3
2015-06-30,60,8,neighbor_retention_1m,RAW,future_excess_return,FEWER_THAN_5_PORTFOLIOS,,,,,,,,
2015-06-30,60,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.03570827809890067,-0.05880031695248605,-0.05245794748993953,-0.04197561993070635,-0.014530302227128812,0.021177975871771858,211.77975871771858,0.39999999999999997
2015-06-30,60,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.03544126602583801,-0.051718756521984065,-0.048912920502302885,-0.0479972825584499,-0.01926267354154672,0.01617859248429129,161.7859248429129,0.39999999999999997
2015-06-30,60,9,outside_community_degree_percentile,RAW,future_excess_return,PASS,-0.03577174869807639,-0.0383287154565231,-0.03056569031630012,-0.04236600558210498,-0.05295074304006161,-0.01717899434198522,-171.78994341985222,-0.7
2015-06-30,60,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.035553429022064834,-0.04431665943751448,-0.031496153289106175,-0.04643609857302956,-0.039782916358260534,-0.0042294873361957,-42.294873361957,-0.3
2015-06-30,60,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.021662971862323657,-0.04524219745205114,-0.037793600337947965,-0.04599606058477125,-0.04620524762713327,-0.02454227576480961,-245.4227576480961,-0.8999999999999998
2015-07-31,60,1,residual_degree_percentile,RAW,future_excess_return,PASS,0.004160610437597306,0.0017236094680934348,0.008046806056566,-0.011235385815684552,-0.0027169259417781774,-0.006877536379375483,-68.77536379375483,-0.6
2015-07-31,60,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.012512081981575603,-0.0006776462268874065,0.0047036245303763175,-0.007575344968300668,-0.006317181158456814,-0.01882926314003242,-188.29263140032418,-0.7999999999999999
2015-07-31,60,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,0.007799487038363243,-0.006720805759602103,0.007604991307426503,0.004458855612224322,-0.010380205810816254,-0.0181796928491795,-181.79692849179497,-0.7
2015-07-31,60,2,delta_degree_percentile,RAW,future_excess_return,PASS,0.03825238719295168,0.015234138161649504,-0.004121895060413538,-0.03288860256102191,-0.018458963021175834,-0.056711350214127515,-567.1135021412751,-0.8999999999999998
2015-07-31,60,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.03572720422776068,0.02012648175618238,-0.020646921029941753,-0.013740995018757755,-0.01900263915086571,-0.05472984337862639,-547.2984337862639,-0.7
2015-07-31,60,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,0.02734524802522586,0.009549831163775597,0.006349953930998584,-0.020527795488859198,-0.019986569375463014,-0.04733181740068887,-473.3181740068887,-0.8999999999999998
2015-07-31,60,3,cross_industry_degree_percentile,RAW,future_excess_return,PASS,0.004444809854066523,0.0023945319612719827,0.01190706747495579,-0.009194195093704935,-0.0056552160445716235,-0.010100025898638147,-101.00025898638147,-0.6
2015-07-31,60,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.01165741514412443,-0.002655461918176641,0.0009431032879276256,-0.002364089985297857,-0.005108566144944714,-0.016765981289069143,-167.65981289069143,-0.7
2015-07-31,60,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,0.009109341750923835,-0.008478282327987342,0.006531483301635453,0.004571311312243001,-0.008980161899613393,-0.018089503650537228,-180.89503650537227,-0.7
2015-07-31,60,4,cross_industry_degree_ratio,RAW,future_excess_return,FEWER_THAN_5_PORTFOLIOS,,,,,,,,
2015-07-31,60,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.0009665208848957767,-0.011424824076085197,0.000886403017683925,-0.003410341928314528,0.010260271743964114,0.01122679262885989,112.2679262885989,0.49999999999999994
2015-07-31,60,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,0.0005005041749603252,-0.00864568931404771,-0.004377779861447714,0.00575944611570531,-0.00014337167380969068,-0.0006438758487700159,-6.4387584877001585,0.19999999999999998
2015-07-31,60,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,PASS,0.005143557856237662,0.0017290847182419276,0.004619604228478186,0.01000553393767323,-0.0009593761830495598,-0.006102934039287222,-61.02934039287222,-0.3
2015-07-31,60,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.006841232083299291,-0.0016354317033458099,0.005602158229691935,0.01318601938811879,-0.003482050295018477,-0.010323282378317769,-103.2328237831777,-0.3
2015-07-31,60,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,0.009471582168093318,-0.0018348470431177157,0.0021283329563390047,0.011594554752927777,-0.0008539789208824924,-0.01032556108897581,-103.2556108897581,0.0
2015-07-31,60,6,delta_cross_industry_degree_percentile_1m,RAW,future_excess_return,PASS,0.006037913155891808,-0.0022878441121173252,0.008884483821380176,0.010832230336054259,-0.0034240049665967454,-0.009461918122488554,-94.61918122488554,-0.09999999999999999
2015-07-31,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.006267205049724651,-0.003454946814549557,-0.0018189855172400654,0.018505193691672202,0.0010257407990765638,-0.005241464250648087,-52.41464250648087,0.19999999999999998
2015-07-31,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,0.007312918427921675,-0.009001547470028825,0.006509600488165171,0.01415734690197876,0.0015111715011902624,-0.005801746926731413,-58.01746926731413,0.0
2015-07-31,60,7,neighbor_jaccard_1m,RAW,future_excess_return,FEWER_THAN_5_PORTFOLIOS,,,,,,,,
2015-07-31,60,7,neighbor_jaccard_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.001898593882468102,-0.005425371234873806,0.011670401658059139,-0.0019239584401846877,0.011764812998148981,0.009866219115680879,98.66219115680879,0.49999999999999994
2015-07-31,60,7,neighbor_jaccard_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,0.0008890192043978702,-0.008823114903523246,0.01139496624097735,0.0033769224364035657,0.011462994306559936,0.010573975102162066,105.73975102162066,0.7999999999999999
2015-07-31,60,8,neighbor_retention_1m,RAW,future_excess_return,FEWER_THAN_5_PORTFOLIOS,,,,,,,,
2015-07-31,60,8,neighbor_retention_1m,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.010204655779466122,-0.01068237291013219,0.01014256804545762,0.002374713420425653,0.00896361676140467,-0.001241039018061451,-12.41039018061451,-0.3
2015-07-31,60,8,neighbor_retention_1m,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.004090158430656352,-0.003149630306525788,0.014196294423541096,0.006164453553071192,0.00821221074228799,0.012302369172944343,123.02369172944343,0.7
2015-07-31,60,9,outside_community_degree_percentile,RAW,future_excess_return,FEWER_THAN_5_PORTFOLIOS,,,,,,,,
2015-07-31,60,9,outside_community_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.023074318116275687,-0.008793978497647794,-0.012744750851233574,0.00043508387033275347,7.225749904113954e-05,-0.023002060617234546,-230.02060617234545,-0.19999999999999998
2015-07-31,60,9,outside_community_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.0005520470134130794,-0.019572307180094835,0.01809265699249441,0.005371654452491615,-0.0005822413302162319,-3.0194316803152494e-05,-0.30194316803152493,0.09999999999999999
2015-07-31,120,1,residual_degree_percentile,RAW,future_excess_return,PASS,-0.005405130020121947,0.008296061286878917,0.013105672184050834,-0.015024254775453594,0.0072027229669016255,0.012607852987023573,126.07852987023573,-0.09999999999999999
2015-07-31,120,1,residual_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.003056307123103504,-0.0020581181424651714,0.005359902388690667,0.0014764208372044952,0.004531146826078307,0.0075874539491818105,75.8745394918181,0.7
2015-07-31,120,1,residual_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.013570869656546327,-0.0013109679863761879,0.013201779738060967,0.009080389197568551,-0.0012510168351025218,0.012319852821443805,123.19852821443804,0.6
2015-07-31,120,2,delta_degree_percentile,RAW,future_excess_return,PASS,0.03757289102464479,-0.0018816997802229576,-0.00815814880117354,-0.007950567425090059,-0.013543625793717066,-0.05111651681836186,-511.16516818361856,-0.8999999999999998
2015-07-31,120,2,delta_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.03402754492788265,0.0023850978297792653,-0.015651834974282942,-0.002902147868704528,-0.011862083396862818,-0.04588962832474547,-458.8962832474547,-0.7
2015-07-31,120,2,delta_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,0.031023601391465407,0.008821425654017804,-0.01500624150605672,-0.007745431218139498,-0.011035922669037931,-0.04205952406050334,-420.5952406050334,-0.7
2015-07-31,120,3,cross_industry_degree_percentile,RAW,future_excess_return,FEWER_THAN_5_PORTFOLIOS,,,,,,,,
2015-07-31,120,3,cross_industry_degree_percentile,INDUSTRY_NEUTRAL,future_excess_return,PASS,-0.0032599458158581555,0.00010184318395740253,0.004886704042606282,-0.0034982647605974354,0.007839701289957047,0.011099647105815203,110.99647105815203,0.39999999999999997
2015-07-31,120,3,cross_industry_degree_percentile,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,-0.011814332131893528,-0.007500956101514723,0.021782537737880425,-0.0014127663108977906,0.005122781615821047,0.016937113747714574,169.37113747714574,0.7
2015-07-31,120,4,cross_industry_degree_ratio,RAW,future_excess_return,FEWER_THAN_5_PORTFOLIOS,,,,,,,,
2015-07-31,120,4,cross_industry_degree_ratio,INDUSTRY_NEUTRAL,future_excess_return,PASS,0.0016355905259959821,0.01013251084398541,0.016669323317759496,-0.008493535400680369,-0.009658075382932573,-0.011293665908928555,-112.93665908928556,-0.6
2015-07-31,120,4,cross_industry_degree_ratio,INDUSTRY_SIZE_NEUTRAL,future_excess_return,PASS,0.0019676475866309794,0.008257161597348042,0.018004565721438968,-0.0018330854831405988,-0.013559641084910447,-0.015527288671541427,-155.27288671541427,-0.6
2015-07-31,120,5,delta_residual_degree_percentile_1m,RAW,future_excess_return,INSUFFICIENT_SORT_OBS,,,,,,,,
2015-07-31,120,5,delta_residual_degree_percentile_1m,INDUSTRY_NEUTRAL,future_excess_return,INSUFFICIENT_SORT_OBS,,,,,,,,
