window_id,window_start,network_date,edge_count,density,mean_abs_partial,median_abs_partial,total_abs_partial,same_edges,cross_edges,same_industry_ratio,cross_industry_ratio,mean_abs_partial_same,mean_abs_partial_cross,positive_edges,negative_edges,edge_count_change,common_edges,lost_edges,gained_edges,gross_edge_changes,jaccard,turnover,lost_same,gained_same,lost_cross,gained_cross,same_edge_changes,cross_edge_changes,cross_change_share,edge_count_z,density_z,mean_abs_partial_z,same_edges_z,cross_edges_z,same_industry_ratio_z,turnover_z,gross_edge_changes_z,high_turnover_z1,high_turnover_z1_5,high_gross_change_z1,abs_edge_count_change,rewiring_share,delta_same_edges,delta_cross_edges,delta_mean_abs_partial,delta_same_industry_ratio,abs_edge_count_change_z,cross_edge_changes_z,turnover_robust_z,gross_edge_changes_robust_z,core_change_score,max_core_z,high_change_moderate,high_change_strong,high_change_very_strong,high_change_joint,robust_high_turnover,robust_high_gross_change,change_type,change_source,change_rank
13,2023-12-29,2025-01-14,57,0.5428571428571428,0.1111585194994075,0.0700694911167504,6.336035611466231,19,38,0.3333333333333333,0.6666666666666666,0.1915030245646656,0.0709862669667785,56,1,3.0,53.0,1.0,4.0,5.0,0.913793103448276,0.086206896551724,0.0,2.0,1.0,2.0,2.0,3.0,0.6,1.1484702715829709,1.148470271582969,-0.5347863565021633,0.8058277956631562,1.0100656555468928,-0.7138113010650572,-0.23254265338083854,-0.08463929587403347,False,False,False,3.0,0.4,2.0,1.0,-0.005724445454878907,0.01851851851851849,0.6507712626153331,-0.6245791929500654,-0.18723498827874444,0.0,-0.15859097462743602,-0.08463929587403347,False,False,False,False,False,False,Expansion-dominant,Mixed,17.0
14,2024-01-29,2025-02-19,57,0.5428571428571428,0.1109608409595199,0.0629754556775309,6.324767934692636,19,38,0.3333333333333333,0.6666666666666666,0.1925498746229013,0.0701663241278292,56,1,0.0,56.0,1.0,1.0,2.0,0.9655172413793104,0.0344827586206896,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.1484702715829709,1.148470271582969,-0.5586852198045019,0.8058277956631562,1.0100656555468928,-0.7138113010650572,-1.1413031097557087,-1.0368313744569102,False,False,False,0.0,1.0,0.0,0.0,-0.00019767853988759965,0.0,-0.8905290962104558,-0.9476373962000992,-0.9485418494702529,-0.8093999999999999,-1.0890672421063095,-1.0368313744569102,False,False,False,False,False,False,Pure rewiring,Cross-industry dominated,27.0
15,2024-03-05,2025-03-19,56,0.5333333333333333,0.1129040442317853,0.0656738709139877,6.322626476979979,19,37,0.3392857142857143,0.6607142857142857,0.1940646334001712,0.0712269849291006,55,1,-1.0,55.0,2.0,1.0,3.0,0.9482758620689656,0.0517241379310344,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.9722198833697424,0.9722198833697414,-0.3237565856749486,0.8058277956631562,0.8389616373941405,-0.596258406054976,-0.838382957630752,-0.7194340149292847,False,False,False,1.0,0.6666666666666666,0.0,-1.0,0.0019432032722653952,0.005952380952380987,-0.3767623099351929,-0.6245791929500654,-0.69477289573975,-0.5396,-0.7789084862800184,-0.7194340149292847,False,False,False,False,False,False,Rewiring with contraction,Cross-industry dominated,23.0
16,2024-04-02,2025-04-17,54,0.5142857142857142,0.1180980508204767,0.0846585724216603,6.377294744305743,19,35,0.3518518518518518,0.6481481481481481,0.1961087506339689,0.075749385207438,53,1,-2.0,54.0,2.0,0.0,2.0,0.9642857142857144,0.0357142857142857,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.6197191069432861,0.6197191069432842,0.3041864046220058,0.8058277956631562,0.496753601088636,-0.3480911832559175,-1.1196659560324966,-1.0368313744569102,False,False,False,2.0,0.0,0.0,-2.0,0.005194006588691402,0.012566137566137503,0.1370044763400701,-0.9476373962000992,-0.9304154956323593,-0.8093999999999999,-1.0782486652447034,-1.0368313744569102,False,False,False,False,False,False,Contraction-dominant,Cross-industry dominated,25.0
17,2024-05-07,2025-05-20,55,0.5238095238095238,0.1160008993653259,0.0777649517519126,6.380049465092927,19,36,0.3454545454545454,0.6545454545454545,0.1971627157540827,0.0731654962712598,54,1,1.0,54.0,0.0,1.0,1.0,0.9818181818181818,0.0181818181818181,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7959694951565144,0.7959694951565138,0.0506458028984376,0.8058277956631562,0.6678576192413883,-0.4744308603172565,-1.4277003444920322,-1.354228733984536,False,False,False,1.0,0.0,0.0,1.0,-0.0020971514551507975,-0.0063973063973064015,-0.3767623099351929,-1.270695599450133,-1.1884688602700018,-1.0792,-1.3909645392382841,-1.354228733984536,False,False,False,False,False,False,Expansion-dominant,Cross-industry dominated,28.0
18,2024-06-04,2025-06-18,54,0.5142857142857142,0.1183633141220233,0.0749264812857272,6.391618962589263,19,35,0.3518518518518518,0.6481481481481481,0.1982214407358626,0.0750117596745106,53,1,-1.0,54.0,1.0,0.0,1.0,0.9818181818181818,0.0181818181818181,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6197191069432861,0.6197191069432842,0.3362561041776281,0.8058277956631562,0.496753601088636,-0.3480911832559175,-1.4277003444920322,-1.354228733984536,False,False,False,1.0,0.0,0.0,-1.0,0.0023624147566974063,0.0063973063973064015,-0.3767623099351929,-1.270695599450133,-1.1884688602700018,-1.0792,-1.3909645392382841,-1.354228733984536,False,False,False,False,False,False,Contraction-dominant,Cross-industry dominated,28.0
19,2024-07-03,2025-07-16,54,0.5142857142857142,0.1184395364057196,0.0847355388724667,6.39573496590886,19,35,0.3518518518518518,0.6481481481481481,0.2010969621732123,0.0735683624176521,54,0,0.0,53.0,1.0,1.0,2.0,0.9636363636363636,0.0363636363636363,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.6197191069432861,0.6197191069432842,0.3454711962138387,0.8058277956631562,0.496753601088636,-0.3480911832559175,-1.1082572749784407,-1.0368313744569102,False,False,False,0.0,1.0,0.0,0.0,7.622228369628947e-05,0.0,-0.8905290962104558,-0.9476373962000992,-0.9208579636087436,-0.8093999999999999,-1.0725443247176756,-1.0368313744569102,False,False,False,False,False,False,Pure rewiring,Cross-industry dominated,24.0
20,2024-07-31,2025-08-13,55,0.5238095238095238,0.1161122200850697,0.0796553282792604,6.386172104678836,19,36,0.3454545454545454,0.6545454545454545,0.2008551816731779,0.0713867681357904,55,0,1.0,53.0,1.0,2.0,3.0,0.9464285714285714,0.0535714285714286,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.7959694951565144,0.7959694951565138,0.0641042120175405,0.8058277956631562,0.6678576192413883,-0.4744308603172565,-0.8059272270459331,-0.7194340149292847,False,False,False,1.0,0.6666666666666666,0.0,1.0,-0.0023273163206498915,-0.0063973063973064015,-0.3767623099351929,-0.6245791929500654,-0.6675833649829087,-0.5396,-0.7626806209876089,-0.7194340149292847,False,False,False,False,False,False,Rewiring with expansion,Cross-industry dominated,21.0
21,2024-08-28,2025-09-10,54,0.5142857142857142,0.1176038967564644,0.0728625888825268,6.350610424849081,19,35,0.3518518518518518,0.6481481481481481,0.200179789061459,0.0727769837908959,54,0,-1.0,54.0,1.0,0.0,1.0,0.9818181818181818,0.0181818181818181,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6197191069432861,0.6197191069432842,0.2444443586071137,0.8058277956631562,0.496753601088636,-0.3480911832559175,-1.4277003444920322,-1.354228733984536,False,False,False,1.0,0.0,0.0,-1.0,0.001491676671394701,0.0063973063973064015,-0.3767623099351929,-1.270695599450133,-1.1884688602700018,-1.0792,-1.3909645392382841,-1.354228733984536,False,False,False,False,False,False,Contraction-dominant,Cross-industry dominated,28.0
22,2024-09-27,2025-10-16,54,0.5142857142857142,0.1152959198509528,0.070258724590038,6.225979671951452,19,35,0.3518518518518518,0.6481481481481481,0.1998091115875402,0.0694173300510911,53,1,0.0,51.0,3.0,3.0,6.0,0.8947368421052632,0.1052631578947368,0.0,0.0,3.0,3.0,0.0,6.0,1.0,0.6197191069432861,0.6197191069432842,-0.0345845364926193,0.8058277956631562,0.496753601088636,-0.3480911832559175,0.10226383054674718,0.23275806365359214,False,False,False,0.0,1.0,0.0,0.0,-0.0023079769055115995,0.0,-0.8905290962104558,0.34459541680003597,0.09324648689707614,0.2698,0.16751094710016967,0.23275806365359214,False,False,False,False,False,False,Pure rewiring,Cross-industry dominated,13.0
23,2024-11-01,2025-11-13,44,0.419047619047619,0.1310563982302642,0.1045287160386324,5.766481522131628,18,26,0.4090909090909091,0.5909090909090909,0.2165158699854618,0.071892148553589,44,0,-10.0,44.0,10.0,0.0,10.0,0.8148148148148148,0.1851851851851852,1.0,0.0,9.0,0.0,1.0,9.0,0.9,-1.1427847751889957,-1.142784775188997,1.8708196544767968,-0.5089438709451506,-1.0431825622861342,0.782316453608695,1.5064434051142885,1.5023475017640946,True,True,True,10.0,0.0,-1.0,-9.0,0.015760478379311382,0.05723905723905731,4.247138766542173,1.3137700265501373,1.2695867831371095,1.349,1.5043954534391917,1.5064434051142885,True,True,False,True,False,False,Contraction-dominant,Cross-industry dominated,4.0
24,2024-11-29,2025-12-11,42,0.4,0.1330505589740981,0.0961231477583055,5.588123476912123,19,23,0.4523809523809524,0.5476190476190477,0.2034578421181201,0.0748880207246886,42,0,-2.0,40.0,4.0,2.0,6.0,0.8695652173913043,0.1304347826086956,0.0,1.0,4.0,1.0,1.0,5.0,0.8333333333333334,-1.4952855516154522,-1.495285551615453,2.11190892520322,0.8058277956631562,-1.556494616744391,1.6372465991365523,0.5445133890266616,0.23275806365359214,False,False,False,2.0,0.6666666666666666,1.0,-3.0,0.001994160743833906,0.04329004329004327,0.1370044763400701,0.021537213550002175,0.46373754520385174,0.2698,0.3886357263401269,0.5445133890266616,False,False,False,False,False,False,Rewiring with contraction,Cross-industry dominated,11.0
25,2024-12-27,2026-01-12,42,0.4,0.1299026249022782,0.0883235856268015,5.455910245895686,19,23,0.4523809523809524,0.5476190476190477,0.2005547669356247,0.0715378119182093,42,0,0.0,40.0,2.0,2.0,4.0,0.9090909090909092,0.0909090909090909,0.0,0.0,2.0,2.0,0.0,4.0,1.0,-1.4952855516154522,-1.495285551615453,1.731331214997757,0.8058277956631562,-1.556494616744391,1.6372465991365523,-0.14992806643766626,-0.40203665540165906,False,False,False,0.0,1.0,0.0,0.0,-0.0031479340718199023,0.0,-0.8905290962104558,-0.3015209897000316,-0.11802527362496903,-0.2698,-0.27598236091966266,-0.14992806643766626,False,False,False,False,False,False,Pure rewiring,Cross-industry dominated,18.0
26,2025-01-27,2026-02-09,40,0.3809523809523809,0.1316071905445263,0.0865167064991612,5.264287621781054,18,22,0.45,0.55,0.2063456454350611,0.0704575456340887,40,0,-2.0,38.0,4.0,2.0,6.0,0.8636363636363636,0.1363636363636363,1.0,0.0,3.0,2.0,1.0,5.0,0.8333333333333334,-1.8477863280419085,-1.8477863280419105,1.9374091296621665,-0.5089438709451506,-1.7275986348971433,1.5902254411325203,0.6486796073463107,0.23275806365359214,False,False,False,2.0,0.6666666666666666,-1.0,-1.0,0.001704565642248107,-0.0023809523809523725,0.1370044763400701,0.021537213550002175,0.5510019680281749,0.2698,0.4407188354999514,0.6486796073463107,False,False,False,False,False,False,Rewiring with contraction,Cross-industry dominated,9.0
27,2025-03-04,2026-03-17,44,0.419047619047619,0.1219682029411485,0.0784135664232744,5.366600929410538,19,25,0.4318181818181818,0.5681818181818182,0.1970390091297685,0.0649143902377974,43,1,4.0,39.0,1.0,5.0,6.0,0.8666666666666667,0.1333333333333333,0.0,1.0,1.0,4.0,1.0,5.0,0.8333333333333334,-1.1427847751889957,-1.142784775188997,0.7720785518614799,0.8058277956631562,-1.2142865804388865,1.23115478001082,0.5954390957607129,0.23275806365359214,False,False,False,4.0,0.3333333333333333,1.0,3.0,-0.009638987603377794,-0.018181818181818188,1.164538048890596,0.021537213550002175,0.5064001519179658,0.2698,0.41409857970715247,0.5954390957607129,False,False,False,False,False,False,Expansion-dominant,Cross-industry dominated,10.0
28,2025-04-01,2026-04-15,45,0.4285714285714285,0.1213822254450732,0.0755721360829693,5.462200145028297,19,26,0.4222222222222222,0.5777777777777777,0.1998278360050429,0.0640565869589416,44,1,1.0,42.0,2.0,3.0,5.0,0.8936170212765957,0.1063829787234043,0.0,0.0,2.0,3.0,0.0,5.0,1.0,-0.9665343869757675,-0.9665343869757692,0.7012352722373458,0.8058277956631562,-1.0431825622861342,1.0416452644188114,0.1219383757015612,-0.08463929587403347,False,False,False,1.0,0.8,0.0,1.0,-0.0005859774960753072,-0.009595959595959602,-0.3767623099351929,0.021537213550002175,0.10972868098035762,0.0,0.018649539913763863,0.1219383757015612,False,False,False,False,False,False,Rewiring with expansion,Cross-industry dominated,15.0
29,2025-04-30,2026-05-18,42,0.4,0.1180814569252365,0.0640454839033954,4.959421190859933,19,23,0.4523809523809524,0.5476190476190477,0.1868162250031955,0.0613005615564876,40,2,-3.0,39.0,6.0,3.0,9.0,0.8125,0.1875,0.0,0.0,6.0,3.0,0.0,9.0,1.0,-1.4952855516154522,-1.495285551615453,0.302180242323231,0.8058277956631562,-1.556494616744391,1.6372465991365523,1.547113240353287,1.184950142236469,True,True,True,3.0,0.6666666666666666,0.0,-3.0,-0.003300768519836697,0.030158730158730163,0.6507712626153331,1.3137700265501373,1.3036576148879637,1.0792,1.366031691294878,1.547113240353287,True,True,False,True,False,False,Rewiring with contraction,Cross-industry dominated,5.0
30,2025-06-03,2026-06-15,41,0.3904761904761905,0.1154338254438164,0.0707910245053045,4.7327868431964735,19,22,0.4634146341463415,0.5365853658536586,0.183036411234705,0.057049774078958,38,3,-1.0,39.0,3.0,2.0,5.0,0.8863636363636364,0.1136363636363636,0.0,0.0,3.0,2.0,0.0,5.0,1.0,-1.6715359398286804,-1.6715359398286818,-0.017912079713301,0.8058277956631562,-1.7275986348971433,1.855149526472312,0.24937577045432235,-0.08463929587403347,False,False,False,1.0,0.8,0.0,-1.0,-0.0026476314814200957,0.011033681765389103,-0.3767623099351929,0.021537213550002175,0.21648834720160304,0.0,0.08236823729014445,0.24937577045432235,False,False,False,False,False,False,Rewiring with contraction,Cross-industry dominated,14.0
31,2025-07-01,2026-07-14,40,0.3809523809523809,0.1238771787851918,0.0885756771628801,4.955087151407673,18,22,0.45,0.55,0.2009944446113374,0.0607812340183454,36,4,-1.0,39.0,2.0,1.0,3.0,0.9285714285714286,0.0714285714285714,1.0,0.0,1.0,1.0,1.0,2.0,0.6666666666666666,-1.8477863280419085,-1.8477863280419105,1.0028691716737614,-0.5089438709451506,-1.7275986348971433,1.5902254411325203,-0.4921884980593714,-0.7194340149292847,False,False,False,1.0,0.6666666666666666,-1.0,0.0,0.0084433533413754,-0.013414634146341475,-0.3767623099351929,-0.9476373962000992,-0.40475123433345994,-0.5396,-0.6058112564943281,-0.4921884980593714,False,False,False,False,False,False,Rewiring with contraction,Mixed,20.0
