window_id,network_date,regime,industry_a,industry_b,industry_pair,relation,novelty_energy,novelty_energy_share,industry_novelty_rank
12,2024-12-16,R2,电子,电子,电子 - 电子,Same,0.019594817622182712,0.13066930786846048,3
12,2024-12-16,R2,电子,银行,电子 - 银行,Cross,0.0022396446744154413,0.014935215275790352,12
12,2024-12-16,R2,电子,非银金融,电子 - 非银金融,Cross,0.03417151506778651,0.22787495698196483,1
12,2024-12-16,R2,电子,食品饮料,电子 - 食品饮料,Cross,0.006974023225698316,0.046506724662184244,8
12,2024-12-16,R2,银行,银行,银行 - 银行,Same,0.005022678058964649,0.033494053288254354,11
12,2024-12-16,R2,银行,非银金融,银行 - 非银金融,Cross,0.013717951029206359,0.09147904312875955,4
12,2024-12-16,R2,银行,食品饮料,银行 - 食品饮料,Cross,0.005345996966279355,0.03565012632012437,9
12,2024-12-16,R2,非银金融,非银金融,非银金融 - 非银金融,Same,0.01013601552302858,0.06759267467938702,5
12,2024-12-16,R2,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.008523679581955823,0.05684070823939769,7
12,2024-12-16,R2,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.026060003859528152,0.17378282018399488,2
13,2025-01-14,R3,新能源,电子,新能源 - 电子,Cross,0.009562742531591511,0.06996250065209465,5
13,2025-01-14,R3,新能源,银行,新能源 - 银行,Cross,0.0002216697508420541,0.00162177011841558,14
13,2025-01-14,R3,新能源,非银金融,新能源 - 非银金融,Cross,0.0007099890513158604,0.005194389507148951,13
13,2025-01-14,R3,新能源,食品饮料,新能源 - 食品饮料,Cross,0.008211953952331322,0.06007992287222372,6
13,2025-01-14,R3,电子,电子,电子 - 电子,Same,0.021748858540360586,0.1591180066581855,3
13,2025-01-14,R3,电子,银行,电子 - 银行,Cross,0.0030797583476997762,0.022531987523183857,12
13,2025-01-14,R3,电子,非银金融,电子 - 非银金融,Cross,0.02937824808433686,0.21493579838290838,1
13,2025-01-14,R3,电子,食品饮料,电子 - 食品饮料,Cross,0.003602925829860412,0.026359561588981336,11
13,2025-01-14,R3,银行,银行,银行 - 银行,Same,0.0036558911381806966,0.02674706396140792,10
13,2025-01-14,R3,银行,非银金融,银行 - 非银金融,Cross,0.012276921121764772,0.08981985023121114,4
13,2025-01-14,R3,银行,食品饮料,银行 - 食品饮料,Cross,0.004437996173255174,0.03246906513896111,9
13,2025-01-14,R3,非银金融,非银金融,非银金融 - 非银金融,Same,0.007064343165047783,0.05168382518493055,8
13,2025-01-14,R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.0079600383641576,0.0582368695385538,7
13,2025-01-14,R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.024772493750373596,0.18123938864179362,2
14,2025-02-19,R3,新能源,电子,新能源 - 电子,Cross,0.008613708123876853,0.07850778528341568,5
14,2025-02-19,R3,新能源,银行,新能源 - 银行,Cross,0.00013480951062563415,0.001228692215031332,14
14,2025-02-19,R3,新能源,非银金融,新能源 - 非银金融,Cross,0.0008355956293614611,0.007615856180664806,13
14,2025-02-19,R3,新能源,食品饮料,新能源 - 食品饮料,Cross,0.0053670031243332255,0.04891639266631341,8
14,2025-02-19,R3,电子,电子,电子 - 电子,Same,0.020351352645654342,0.18548801523739056,2
14,2025-02-19,R3,电子,银行,电子 - 银行,Cross,0.0016058466266089526,0.014636142802476439,12
14,2025-02-19,R3,电子,非银金融,电子 - 非银金融,Cross,0.019692859626800643,0.17948632261078612,3
14,2025-02-19,R3,电子,食品饮料,电子 - 食品饮料,Cross,0.0019614509142658215,0.01787722140181285,11
14,2025-02-19,R3,银行,银行,银行 - 银行,Same,0.003790419820532306,0.034546964109392155,10
14,2025-02-19,R3,银行,非银金融,银行 - 非银金融,Cross,0.0097073749780313,0.08847577599342613,4
14,2025-02-19,R3,银行,食品饮料,银行 - 食品饮料,Cross,0.004832766624125147,0.04404720928492642,9
14,2025-02-19,R3,非银金融,非银金融,非银金融 - 非银金融,Same,0.005430530577362462,0.04949539993824508,7
14,2025-02-19,R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.006712030410201857,0.06117535382923051,6
14,2025-02-19,R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.02068213596210124,0.18850286844688857,1
15,2025-03-19,R3,新能源,电子,新能源 - 电子,Cross,0.004994116426406678,0.047277050126476865,6
15,2025-03-19,R3,新能源,银行,新能源 - 银行,Cross,0.0005141365878271771,0.004867099434453971,14
15,2025-03-19,R3,新能源,非银金融,新能源 - 非银金融,Cross,0.0012202137160452287,0.011551213486625123,13
15,2025-03-19,R3,新能源,食品饮料,新能源 - 食品饮料,Cross,0.004572079788163257,0.043281819419410596,9
15,2025-03-19,R3,电子,电子,电子 - 电子,Same,0.01876088546766134,0.17760085006866644,3
15,2025-03-19,R3,电子,银行,电子 - 银行,Cross,0.003999317978573047,0.03785974142392197,10
15,2025-03-19,R3,电子,非银金融,电子 - 非银金融,Cross,0.019132142046865256,0.18111536883559004,1
15,2025-03-19,R3,电子,食品饮料,电子 - 食品饮料,Cross,0.0022212876389887688,0.021027929284651376,12
15,2025-03-19,R3,银行,银行,银行 - 银行,Same,0.0049380294662066705,0.04674610014405418,7
15,2025-03-19,R3,银行,非银金融,银行 - 非银金融,Cross,0.010633075562788336,0.10065853565657837,4
15,2025-03-19,R3,银行,食品饮料,银行 - 食品饮料,Cross,0.004842870911356664,0.04584527697865517,8
15,2025-03-19,R3,非银金融,非银金融,非银金融 - 非银金融,Same,0.0032857319347273576,0.031104543850620586,11
15,2025-03-19,R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.00748128909239456,0.07082199316812653,5
15,2025-03-19,R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.019039934139673653,0.1802424781221688,2
16,2025-04-17,R3,新能源,电子,新能源 - 电子,Cross,0.009271787445745729,0.07691439449708126,6
16,2025-04-17,R3,新能源,银行,新能源 - 银行,Cross,0.00020916011472162238,0.0017350940874011512,14
16,2025-04-17,R3,新能源,非银金融,新能源 - 非银金融,Cross,0.0007855003431746359,0.006516141965727233,13
16,2025-04-17,R3,新能源,食品饮料,新能源 - 食品饮料,Cross,0.004166174707789793,0.03456062888561327,10
16,2025-04-17,R3,电子,电子,电子 - 电子,Same,0.016748907673902275,0.1389410725562744,3
16,2025-04-17,R3,电子,银行,电子 - 银行,Cross,0.007887898421998845,0.06543430104848867,7
16,2025-04-17,R3,电子,非银金融,电子 - 非银金融,Cross,0.0221919859124659,0.18409429348256456,1
16,2025-04-17,R3,电子,食品饮料,电子 - 食品饮料,Cross,0.003400234393684751,0.028206747735401546,12
16,2025-04-17,R3,银行,银行,银行 - 银行,Same,0.007597577506061592,0.06302593506837795,8
16,2025-04-17,R3,银行,非银金融,银行 - 非银金融,Cross,0.010415511443127667,0.08640219167159228,4
16,2025-04-17,R3,银行,食品饮料,银行 - 食品饮料,Cross,0.004339888311075072,0.03600167536028457,9
16,2025-04-17,R3,非银金融,非银金融,非银金融 - 非银金融,Same,0.0037225713189101757,0.030880703493429654,11
16,2025-04-17,R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.009982858654959813,0.08281310732036792,5
16,2025-04-17,R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.01982678685465182,0.16447371282739562,2
17,2025-05-20,R3,新能源,电子,新能源 - 电子,Cross,0.008678525061362762,0.0775433447818211,7
17,2025-05-20,R3,新能源,银行,新能源 - 银行,Cross,0.00034784036175180736,0.0031079826248860696,14
17,2025-05-20,R3,新能源,非银金融,新能源 - 非银金融,Cross,0.0009191897759355283,0.008213037262820458,13
17,2025-05-20,R3,新能源,食品饮料,新能源 - 食品饮料,Cross,0.002579998591473522,0.023052502458733356,12
17,2025-05-20,R3,电子,电子,电子 - 电子,Same,0.015046345903378677,0.1344403547656546,3
17,2025-05-20,R3,电子,银行,电子 - 银行,Cross,0.0067983655814699544,0.06074396311693208,8
17,2025-05-20,R3,电子,非银金融,电子 - 非银金融,Cross,0.01789292606174319,0.1598747857442395,2
17,2025-05-20,R3,电子,食品饮料,电子 - 食品饮料,Cross,0.0033397143266859007,0.02984062587546721,11
17,2025-05-20,R3,银行,银行,银行 - 银行,Same,0.011062341783585861,0.09884294588696443,4
17,2025-05-20,R3,银行,非银金融,银行 - 非银金融,Cross,0.00937182560334293,0.08373804291129215,6
17,2025-05-20,R3,银行,食品饮料,银行 - 食品饮料,Cross,0.003641791626940867,0.03253971173150948,9
17,2025-05-20,R3,非银金融,非银金融,非银金融 - 非银金融,Same,0.0034945247956533238,0.03122387031920582,10
17,2025-05-20,R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.01052243256689343,0.0940188120341678,5
17,2025-05-20,R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.01822255194508027,0.16282002048630592,1
18,2025-06-18,R3,新能源,电子,新能源 - 电子,Cross,0.006653121935974842,0.06589759368435558,7
18,2025-06-18,R3,新能源,银行,新能源 - 银行,Cross,0.0003719671011616713,0.003684245852125337,14
18,2025-06-18,R3,新能源,非银金融,新能源 - 非银金融,Cross,0.0006580117187951299,0.006517449898256288,13
18,2025-06-18,R3,新能源,食品饮料,新能源 - 食品饮料,Cross,0.002008253413586679,0.01989127341078324,12
18,2025-06-18,R3,电子,电子,电子 - 电子,Same,0.017338417694957604,0.17173291206552113,1
18,2025-06-18,R3,电子,银行,电子 - 银行,Cross,0.004757977035804517,0.047126633253114975,8
18,2025-06-18,R3,电子,非银金融,电子 - 非银金融,Cross,0.017205636171664138,0.1704177425924547,2
18,2025-06-18,R3,电子,食品饮料,电子 - 食品饮料,Cross,0.0031785655043559988,0.031482936901030885,10
18,2025-06-18,R3,银行,银行,银行 - 银行,Same,0.011946338201678805,0.11832564447276679,4
18,2025-06-18,R3,银行,非银金融,银行 - 非银金融,Cross,0.007434536621799396,0.0736373206818452,6
18,2025-06-18,R3,银行,食品饮料,银行 - 食品饮料,Cross,0.003756713301935155,0.03720935361502035,9
18,2025-06-18,R3,非银金融,非银金融,非银金融 - 非银金融,Same,0.0026661775640265005,0.02640785596526419,11
18,2025-06-18,R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.008248586701188273,0.08170029350671128,5
18,2025-06-18,R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.014737227856833776,0.14596874410075006,3
19,2025-07-16,R3,新能源,电子,新能源 - 电子,Cross,0.005797196501525018,0.0651934301771963,6
19,2025-07-16,R3,新能源,银行,新能源 - 银行,Cross,0.0005341646442032583,0.006007045892929655,13
19,2025-07-16,R3,新能源,非银金融,新能源 - 非银金融,Cross,0.00044612655132502397,0.005016997468750683,14
19,2025-07-16,R3,新能源,食品饮料,新能源 - 食品饮料,Cross,0.001020602375669126,0.011477370087310762,12
19,2025-07-16,R3,电子,电子,电子 - 电子,Same,0.009354976747859744,0.10520309657615581,4
19,2025-07-16,R3,电子,银行,电子 - 银行,Cross,0.002568785507369374,0.028887745752765967,10
19,2025-07-16,R3,电子,非银金融,电子 - 非银金融,Cross,0.01491696858854051,0.16775148985835173,2
19,2025-07-16,R3,电子,食品饮料,电子 - 食品饮料,Cross,0.005320863235567911,0.05983673759189555,7
19,2025-07-16,R3,银行,银行,银行 - 银行,Same,0.01122535771200097,0.12623680670801377,3
19,2025-07-16,R3,银行,非银金融,银行 - 非银金融,Cross,0.0051816819227112855,0.05827154876324329,8
19,2025-07-16,R3,银行,食品饮料,银行 - 食品饮料,Cross,0.004350202592836047,0.048920996367487236,9
19,2025-07-16,R3,非银金融,非银金融,非银金融 - 非银金融,Same,0.0016306956502390372,0.018338285236001606,11
19,2025-07-16,R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,0.00895065928889495,0.10065627087799141,5
19,2025-07-16,R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,0.017624735705644844,0.19820217864190626,1
20,2025-08-13,R3,新能源,电子,新能源 - 电子,Cross,0.004129964875788481,0.04799551153381558,7
