analysis_date,window,factor_name,method,common_sample_n,status,q1_n,q5_n
2015-06-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2015-06-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2015-06-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2015-06-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2015-06-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2015-07-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1458,PASS,292,292
2015-07-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1276,PASS,256,255
2015-07-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1364,PASS,273,273
2015-07-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1458,PASS,292,292
2015-07-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1364,PASS,273,273
2015-07-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1353,PASS,271,271
2015-07-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1334,PASS,267,267
2015-07-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1458,PASS,292,292
2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1458,PASS,292,292
2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1522,PASS,305,305
2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1268,PASS,254,254
2015-07-31,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2015-07-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1522,PASS,305,305
2015-07-31,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2015-07-31,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2015-07-31,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2015-07-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1522,PASS,305,305
2015-07-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1522,PASS,305,305
2015-08-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1496,PASS,300,299
2015-08-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1330,PASS,266,266
2015-08-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1370,PASS,274,274
2015-08-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1496,PASS,300,299
2015-08-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1370,PASS,274,274
2015-08-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1314,PASS,263,263
2015-08-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1196,PASS,240,239
2015-08-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1496,PASS,300,299
2015-08-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1496,PASS,300,299
2015-08-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1482,PASS,297,297
2015-08-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1173,PASS,235,235
2015-08-31,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1437,PASS,288,288
2015-08-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1482,PASS,297,297
2015-08-31,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1437,PASS,288,288
2015-08-31,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1263,PASS,253,253
2015-08-31,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1194,PASS,239,239
2015-08-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1482,PASS,297,297
2015-08-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1482,PASS,297,297
2015-09-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1628,PASS,326,326
2015-09-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1403,PASS,281,281
2015-09-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1461,PASS,293,292
2015-09-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1628,PASS,326,326
2015-09-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1461,PASS,293,292
2015-09-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1374,PASS,275,275
2015-09-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1287,PASS,258,258
2015-09-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1628,PASS,326,326
2015-09-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1628,PASS,326,326
2015-09-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1537,PASS,308,308
2015-09-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1140,PASS,228,228
2015-09-30,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1455,PASS,291,291
2015-09-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1537,PASS,308,308
2015-09-30,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1455,PASS,291,291
2015-09-30,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1214,PASS,243,243
2015-09-30,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1148,PASS,230,230
2015-09-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1537,PASS,308,308
2015-09-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1537,PASS,308,308
2015-10-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1856,PASS,372,371
2015-10-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1661,PASS,333,332
2015-10-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1580,PASS,316,316
2015-10-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1856,PASS,372,371
2015-10-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1580,PASS,316,316
2015-10-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1488,PASS,298,298
2015-10-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1354,PASS,271,271
2015-10-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1856,PASS,372,371
2015-10-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1856,PASS,372,371
2015-10-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1591,PASS,319,318
2015-10-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1200,PASS,240,240
2015-10-30,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1499,PASS,300,300
2015-10-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1591,PASS,319,318
2015-10-30,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1499,PASS,300,300
2015-10-30,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1202,PASS,241,241
2015-10-30,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1114,PASS,223,223
2015-10-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1591,PASS,319,318
2015-10-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1591,PASS,319,318
2015-11-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1979,PASS,396,396
2015-11-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1892,PASS,379,379
2015-11-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1835,PASS,367,367
2015-11-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1979,PASS,396,396
2015-11-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1835,PASS,367,367
2015-11-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1799,PASS,360,360
2015-11-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1637,PASS,328,328
2015-11-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1979,PASS,396,396
2015-11-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1979,PASS,396,396
2015-11-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1699,PASS,340,340
2015-11-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1340,PASS,268,268
2015-11-30,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1558,PASS,312,312
2015-11-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1699,PASS,340,340
2015-11-30,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1558,PASS,312,312
2015-11-30,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1309,PASS,262,262
2015-11-30,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1175,PASS,235,235
2015-11-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1699,PASS,340,340
2015-11-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1699,PASS,340,340
2015-12-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2113,PASS,423,423
2015-12-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,2024,PASS,405,405
2015-12-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1951,PASS,391,390
2015-12-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2113,PASS,423,423
2015-12-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1951,PASS,391,390
2015-12-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1929,PASS,386,386
2015-12-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1866,PASS,374,373
2015-12-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2113,PASS,423,423
2015-12-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2113,PASS,423,423
2015-12-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1835,PASS,367,367
2015-12-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1356,PASS,272,271
2015-12-31,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1666,PASS,334,333
2015-12-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1835,PASS,367,367
2015-12-31,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1666,PASS,334,333
2015-12-31,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1409,PASS,282,282
2015-12-31,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1309,PASS,262,262
2015-12-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1835,PASS,367,367
2015-12-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1835,PASS,367,367
2016-01-29,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2193,PASS,439,439
2016-01-29,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,2063,PASS,413,413
2016-01-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,2033,PASS,407,407
2016-01-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2193,PASS,439,439
2016-01-29,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,2033,PASS,407,407
2016-01-29,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,2004,PASS,401,401
2016-01-29,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1945,PASS,389,389
2016-01-29,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2193,PASS,439,439
2016-01-29,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2193,PASS,439,439
2016-01-29,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1971,PASS,395,394
2016-01-29,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1632,PASS,327,327
2016-01-29,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1794,PASS,359,359
2016-01-29,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1971,PASS,395,394
2016-01-29,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1794,PASS,359,359
2016-01-29,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1568,PASS,314,314
2016-01-29,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1333,PASS,267,267
2016-01-29,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1971,PASS,395,394
2016-01-29,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1971,PASS,395,394
2016-01-29,252,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1487,PASS,298,298
2016-01-29,252,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,906,PASS,182,181
2016-01-29,252,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2016-01-29,252,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1487,PASS,298,298
2016-01-29,252,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2016-01-29,252,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2016-01-29,252,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,0,INSUFFICIENT_OBS,0,0
2016-01-29,252,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1487,PASS,298,298
2016-01-29,252,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1487,PASS,298,298
2016-02-29,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2239,PASS,448,448
2016-02-29,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,2157,PASS,432,432
2016-02-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,2126,PASS,426,425
2016-02-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2239,PASS,448,448
2016-02-29,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,2126,PASS,426,425
2016-02-29,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,2103,PASS,421,421
2016-02-29,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1992,PASS,399,399
2016-02-29,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2239,PASS,448,448
2016-02-29,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2239,PASS,448,448
2016-02-29,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2013,PASS,403,403
2016-02-29,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1698,PASS,340,340
2016-02-29,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1931,PASS,387,386
2016-02-29,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2013,PASS,403,403
2016-02-29,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1931,PASS,387,386
2016-02-29,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1730,PASS,346,346
2016-02-29,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1599,PASS,320,320
2016-02-29,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2013,PASS,403,403
2016-02-29,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2013,PASS,403,403
2016-02-29,252,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1505,PASS,301,301
2016-02-29,252,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,932,PASS,187,187
2016-02-29,252,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1468,PASS,294,294
2016-02-29,252,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1505,PASS,301,301
2016-02-29,252,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1468,PASS,294,294
2016-02-29,252,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,934,PASS,187,187
2016-02-29,252,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,896,PASS,180,179
2016-02-29,252,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1505,PASS,301,301
2016-02-29,252,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1505,PASS,301,301
2016-03-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2258,PASS,452,452
2016-03-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,2211,PASS,443,442
2016-03-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,2126,PASS,426,425
2016-03-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2258,PASS,452,452
2016-03-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,2126,PASS,426,425
2016-03-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,2114,PASS,423,423
2016-03-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,2043,PASS,409,409
2016-03-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2258,PASS,452,452
2016-03-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2258,PASS,452,452
2016-03-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2060,PASS,412,412
2016-03-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1835,PASS,367,367
2016-03-31,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1945,PASS,389,389
2016-03-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2060,PASS,412,412
2016-03-31,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1945,PASS,389,389
2016-03-31,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1806,PASS,362,361
2016-03-31,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1631,PASS,327,326
2016-03-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2060,PASS,412,412
2016-03-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2060,PASS,412,412
2016-03-31,252,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1540,PASS,308,308
2016-03-31,252,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,952,PASS,191,191
2016-03-31,252,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1461,PASS,293,292
2016-03-31,252,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1540,PASS,308,308
2016-03-31,252,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1461,PASS,293,292
2016-03-31,252,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,952,PASS,191,191
2016-03-31,252,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,904,PASS,181,181
2016-03-31,252,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1540,PASS,308,308
2016-03-31,252,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1540,PASS,308,308
2016-04-29,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2211,PASS,443,442
2016-04-29,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,2197,PASS,440,440
2016-04-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,2118,PASS,424,424
2016-04-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2211,PASS,443,442
2016-04-29,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,2118,PASS,424,424
2016-04-29,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,2116,PASS,424,423
2016-04-29,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,2068,PASS,414,414
2016-04-29,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2211,PASS,443,442
2016-04-29,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2211,PASS,443,442
2016-04-29,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2077,PASS,416,416
2016-04-29,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,1790,PASS,358,358
2016-04-29,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1961,PASS,393,392
2016-04-29,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2077,PASS,416,416
2016-04-29,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1961,PASS,393,392
2016-04-29,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,1816,PASS,364,363
2016-04-29,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,1731,PASS,347,346
2016-04-29,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2077,PASS,416,416
2016-04-29,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,2077,PASS,416,416
2016-04-29,252,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1599,PASS,320,320
2016-04-29,252,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,977,PASS,196,196
2016-04-29,252,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1497,PASS,300,300
2016-04-29,252,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1599,PASS,320,320
2016-04-29,252,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,1497,PASS,300,300
2016-04-29,252,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,983,PASS,197,197
2016-04-29,252,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,934,PASS,187,187
2016-04-29,252,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1599,PASS,320,320
2016-04-29,252,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,1599,PASS,320,320
