analysis_date,previous_analysis_date,window,factor_name,method,portfolio_leg,scope,portfolio_scope,liquidity_basis,participation_cap,target_executable_share,execution_days,trade_name_n,total_abs_trade_weight,zero_adv_trade_weight_share,capacity_status,capacity_cny,capacity_yi_cny,baseline_executable_share,coverage_at_capacity,root_upper_bracket_cny,root_iterations,name_capacity_p10_cny,name_capacity_p50_cny,name_capacity_p90_cny,gross_notional_at_capacity_cny
2023-07-31,2023-06-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1745,1.6242683921638448,0.0,PASS,1263412520.4951444,12.634125204951443,1.0,0.9500000000006349,1263412520.5033154,40,1059713209.727677,4388336473.002418,35097773780.49539,1263412520.4951444
2023-08-31,2023-07-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1806,1.7312274581258449,0.00063532768491641,PASS,1358063581.5260513,13.580635815260512,0.9993646723150836,0.9500000000005051,1358063581.539586,39,1086639717.922515,3438868341.7375,27626441703.641685,1358063581.5260513
2023-09-28,2023-08-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1769,1.6326530445018221,0.0012512768258909363,PASS,1293132191.6509838,12.931321916509837,0.9987487231741092,0.9500000000000406,1293132191.6579065,40,1058911335.1633836,3426265335.353956,38507169755.16062,1293132191.6509838
2023-10-31,2023-09-28,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1802,1.6797032476277862,0.0006044093966179606,PASS,1383369173.744372,13.833691737443718,0.999395590603382,0.9500000000006288,1383369173.753008,40,1134127828.6231275,3897652860.2999997,36915611335.93951,1383369173.744372
2023-11-30,2023-10-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1815,1.6830444640262243,0.0,PASS,1539596614.8040798,15.395966148040797,1.0,0.9500000000003277,1539596614.8130841,40,1223673433.515875,4666707352.6050005,41841269583.08909,1539596614.8040798
2023-12-29,2023-11-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1874,1.7753913284795286,0.0005649509553143056,PASS,1489517758.733523,14.89517758733523,0.9994350490446857,0.9500000000001864,1489517758.7417047,40,1188605963.0474439,4223292763.784632,29654948432.353428,1489517758.733523
2024-01-31,2023-12-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1832,1.6803946008823711,0.0,PASS,1608122043.6062613,16.081220436062612,0.9999999999999998,0.950000000000058,1608122043.6144137,40,1295159463.4220884,4103743353.5092087,30773971900.333908,1608122043.6062613
2024-02-29,2024-01-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1893,1.78314999489427,0.0005659696204775724,PASS,2313920426.7532825,23.139204267532826,0.999434030379522,0.9500000000002546,2313920426.7697773,39,1879766491.4573731,4718972127.663429,21826428650.68363,2313920426.7532825
2024-03-29,2024-02-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1875,1.7361550506983616,0.0004922940383349517,PASS,1877841625.7776585,18.778416257776584,0.999507705961665,0.9500000000007366,1877841625.794961,39,1551908363.6851273,5239301679.360002,30549443943.10648,1877841625.7776585
2024-04-30,2024-03-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1839,1.6577482417106166,0.008053543095055193,PASS,1853349230.6087937,18.533492306087936,0.9919464569049447,0.9500000000003289,1853349230.618336,40,1663122982.7809494,5023164729.451095,40078533532.23801,1853349230.6087937
2024-05-31,2024-04-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1820,1.6170937527553453,0.0037013021880005405,PASS,1494923203.5908895,14.949232035908894,0.9962986978119994,0.9500000000002768,1494923203.6001477,40,1271315555.45141,4600101518.435725,51853190134.343895,1494923203.5908895
2024-06-28,2024-05-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1897,1.76757662705903,0.0,PASS,1248757215.8079724,12.487572158079724,1.0,0.950000000000001,1248757215.8154278,40,1009328865.6285002,3253257237.6731405,25057874313.097767,1248757215.8079724
2024-07-31,2024-06-28,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1833,1.6463704828638215,0.0006019788910321799,PASS,908168999.6547663,9.081689996547663,0.9993980211089677,0.9500000000007524,908168999.6620739,40,746128283.8793828,3138183874.527376,32858879057.352432,908168999.6547663
2024-08-30,2024-07-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1857,1.687153089975658,0.0,PASS,942886399.7482595,9.428863997482596,0.9999999999999999,0.9500000000005627,942886399.7542953,40,785330929.1141804,2965264324.6870117,25281440473.668537,942886399.7482595
2024-09-30,2024-08-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1828,1.6309837611762186,0.0012141126520928192,PASS,1394781313.859437,13.94781313859437,0.998785887347907,0.9500000000004112,1394781313.867516,40,1152328633.4750473,4006481072.8429036,40632407788.96279,1394781313.859437
2024-10-31,2024-09-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1925,1.8230117429646702,0.0034888416850097316,PASS,3201731182.8666677,32.01731182866668,0.9965111583149903,0.9500000000002444,3201731182.8863997,40,2654466348.5240297,9086616033.92748,55623357525.877464,3201731182.8666677
2024-11-29,2024-10-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1917,1.8126010131344084,0.0010234520128664486,PASS,3060125443.4446163,30.60125443444616,0.9989765479871335,0.9500000000004547,3060125443.463824,40,2456950413.420505,9457391410.485,56437723586.20586,3060125443.4446163
2024-12-31,2024-11-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1832,1.658428342756178,0.0019785607610846695,PASS,2596427370.069593,25.96427370069593,0.9980214392389154,0.9500000000004761,2596427370.085107,40,2156296160.8320518,8398528051.403635,63149584602.730675,2596427370.069593
2025-01-27,2024-12-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1849,1.6903603347714606,0.00310904196237933,PASS,1590279983.895871,15.902799838958709,0.9968909580376206,0.9500000000002784,1590279983.9085374,40,1383497418.538544,5555956137.652994,58794009636.60463,1590279983.895871
2025-02-28,2025-01-27,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1848,1.6887061411665445,0.0017135432188980422,PASS,2164081295.9232283,21.64081295923228,0.998286456781102,0.9500000000007283,2164081295.9422283,40,1807438315.8755,8260079379.985134,68563776154.11264,2164081295.9232283
2025-03-31,2025-02-28,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1845,1.678404901724209,0.0024896075997699126,PASS,2532848144.3519125,25.328481443519124,0.9975103924002301,0.9500000000003619,2532848144.3677654,40,2110961206.0728676,8519663385.14802,70262411294.64825,2532848144.3519125
2025-04-30,2025-03-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1881,1.7437558335002161,0.0034482412933342604,PASS,2217735985.2674646,22.177359852674645,0.9965517587066661,0.9500000000002797,2217735985.279854,40,1876934818.8140242,6407899010.0674305,45360490871.75041,2217735985.2674646
2025-05-30,2025-04-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1839,1.6690989815780726,0.0041972827933083184,PASS,2296202542.524041,22.962025425240412,0.9958027172066917,0.9500000000003478,2296202542.535853,40,1927605056.245732,6711939174.792679,55247324917.63936,2296202542.524041
2025-06-30,2025-05-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1810,1.6089896994210267,0.00137334986991856,PASS,2417572643.5800114,24.175726435800115,0.9986266501300817,0.9500000000003016,2417572643.5930967,40,1958414723.294549,7767501492.33105,73113505890.35045,2417572643.5800114
2025-07-31,2025-06-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1840,1.6570154206611933,0.0012966471407313356,PASS,3208309880.0121517,32.08309880012152,0.9987033528592685,0.9500000000007572,3208309880.0441875,39,2579993264.0782504,9616476272.25786,77024974249.29797,3208309880.0121517
2025-08-29,2025-07-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1921,1.806168560117393,0.004197617758718622,PASS,4078969616.93705,40.7896961693705,0.9958023822412814,0.9500000000004357,4078969616.9595294,40,3298105710.4946027,11435072850.490646,66436055090.91099,4078969616.93705
2025-09-30,2025-08-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1905,1.7643977864064442,0.004283960452127068,PASS,3080419205.8591065,30.804192058591067,0.9957160395478729,0.9500000000002395,3080419205.88552,40,2562995288.170728,10513561134.697256,83325730541.87637,3080419205.8591065
2025-10-31,2025-09-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1835,1.616557619187284,0.0012141284136651317,PASS,2924808977.3126774,29.248089773126775,0.9987858715863351,0.9500000000000097,2924808977.3408813,40,2375621401.224786,10396162419.030003,138052512158.48605,2924808977.3126774
2025-11-28,2025-10-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1827,1.600923292891158,0.002089691908183675,PASS,3208915672.5612183,32.089156725612185,0.9979103080918164,0.950000000000567,3208915672.5834513,40,2664449289.904273,10055518841.777752,124132600565.92549,3208915672.5612183
2025-12-31,2025-11-28,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1858,1.66150792998151,0.001240068660486683,PASS,2386878714.5072455,23.868787145072456,0.9987599313395134,0.9500000000004223,2386878714.5253563,40,1983139016.2063525,8024015478.004892,71646141098.74954,2386878714.5072455
2026-01-30,2025-12-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1895,1.7329589082034258,0.001999065608150861,PASS,4159175906.010186,41.591759060101865,0.9980009343918492,0.9500000000006249,4159175906.038837,40,3412269527.7045107,14143101618.597382,98042446101.17273,4159175906.010186
2026-02-27,2026-01-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1895,1.7239768436876628,0.0015103956147801039,PASS,3700534807.7226973,37.00534807722697,0.9984896043852197,0.9500000000002069,3700534807.7457027,40,2968394770.696609,10969492426.17851,93908613586.56102,3700534807.7226973
2026-03-31,2026-02-27,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1853,1.6479869140916974,0.0019439166828261476,PASS,2881143733.1642113,28.811437331642114,0.9980560833171739,0.9500000000005998,2881143733.1872377,40,2363129048.0167756,9473559301.744,93371280363.11484,2881143733.1642113
2026-04-30,2026-03-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1858,1.6594334627031984,0.010385348600525536,PASS,2641346132.807848,26.41346132807848,0.9896146513994741,0.95000000000081,2641346132.8309183,40,2305373076.4931517,9316872144.055002,85371481544.53587,2641346132.807848
2026-05-29,2026-04-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1901,1.7369808091856465,0.0017950367204813585,PASS,3694103189.2743483,36.94103189274348,0.9982049632795187,0.9500000000005531,3694103189.3049536,40,2978158651.5298033,11994682658.558369,97541881650.45132,3694103189.2743483
2026-06-30,2026-05-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1921,1.772496596456124,0.0027556496876251454,PASS,2763388300.557517,27.63388300557517,0.9972443503123747,0.9500000000004052,2763388300.576498,41,2169655810.3596663,10097829523.718473,98973001034.72058,2763388300.557517
2026-07-31,2026-06-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1877,1.694179559071464,0.0005747382733167867,PASS,2179085201.847369,21.790852018473693,0.9994252617266833,0.9500000000007082,2179085201.8633146,41,1798878971.5388255,8606201085.295897,82901804762.79257,2179085201.847369
2026-08-31,2026-07-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1860,1.634143041378291,0.0018633934063071863,PASS,2358803400.8009605,23.588034008009604,0.9981366065936927,0.9500000000006654,2358803400.8236513,40,1979823531.1889253,8494133620.07069,79902959241.93532,2358803400.8009605
2026-09-03,2026-08-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,1795,1.490109384126352,0.0,PASS,2346011161.9957676,23.460111619957676,0.9999999999999999,0.9500000000006894,2346011162.0170326,40,1990058981.7322958,9103197331.536657,346653153524.93,2346011161.9957676
2015-08-31,2015-07-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,433,0.9802818803429723,0.08061729178871598,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.919382708211284,0.919382708211284,0.0,0,2054517121.3230007,9441745525.5,173680672345.30786,0.0
2015-09-30,2015-08-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,459,0.9892065213097387,0.04582657946201892,PASS,522502893.3424109,5.22502893342411,0.9541734205379813,0.9500000000000497,522502893.34747773,40,966434654.8140634,4250151385.169819,82849384454.53758,522502893.3424109
2015-10-30,2015-09-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,503,0.9559496940559693,0.056106780030688926,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9438932199693111,0.9438932199693111,0.0,0,1824632280.7129498,7675468513.417448,57809362807.36267,0.0
2015-11-30,2015-10-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,594,1.1408992872197579,0.021970227641019042,PASS,2658261817.651325,26.582618176513254,0.978029772358981,0.9500000000000959,2658261817.671302,39,2736211960.8992143,7566469948.248749,133351470772.81822,2658261817.651325
2015-12-31,2015-11-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,637,1.1539064989961816,0.019456417273037693,PASS,2118666574.5361118,21.18666574536112,0.9805435827269626,0.9500000000006833,2118666574.5509472,39,2116090795.8972046,6271164151.429492,110674204325.97452,2118666574.5361118
2016-01-29,2015-12-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,655,1.0783685485543422,0.04709987296652133,PASS,844763324.1733658,8.447633241733659,0.9529001270334785,0.9500000000000068,844763324.1787438,40,1498209039.438291,5001576385.979953,90680568838.20978,844763324.1733658
2016-02-29,2016-01-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,647,0.9511252383865936,0.034837952324970785,PASS,988354658.747371,9.88354658747371,0.9651620476750293,0.9500000000003164,988354658.7529814,40,1216023427.591297,5493459979.534317,163398301730.49573,988354658.747371
2016-03-31,2016-02-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,661,0.9671012419817989,0.06798097683189126,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9320190231681087,0.9320190231681087,0.0,0,1519243196.5930233,6351796749.636714,214657905805.77795,0.0
2016-04-29,2016-03-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,698,1.15653638205959,0.047296920994744175,PASS,972970032.2079334,9.729700322079335,0.9527030790052559,0.9500000000000026,972970032.2139949,40,1677374274.814429,4965194358.810986,78395753190.65308,972970032.2079334
2016-05-31,2016-04-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,693,1.1557031787586838,0.03105431899449078,PASS,928745535.0305976,9.287455350305976,0.9689456810055093,0.9500000000000149,928745535.0352879,40,1006730735.1831012,3435202506.63,90869166745.73679,928745535.0305976
2016-06-30,2016-05-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,689,1.1091365397344846,0.02161004526933384,PASS,1113778730.3603888,11.137787303603888,0.9783899547306663,0.9500000000002797,1113778730.3664005,40,1291606284.8142045,5062828569.450001,120903412471.68124,1113778730.3603888
2016-07-29,2016-06-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,702,1.111802862777493,0.0224550208480416,PASS,1585332585.819954,15.85332585819954,0.9775449791519583,0.9500000000005817,1585332585.8328476,39,1593682743.6102564,5708418311.401182,148407170740.0512,1585332585.819954
2016-08-31,2016-07-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,694,1.002574614687019,0.021654906670889654,PASS,1144227937.6741834,11.442279376741833,0.9783450933291103,0.950000000000953,1144227937.685502,39,1200616398.7927825,4499122541.609753,162436151333.16815,1144227937.6741834
2016-09-30,2016-08-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,740,1.134362364549415,0.03406694722053078,PASS,979985173.7743428,9.799851737743428,0.9659330527794691,0.9500000000003168,979985173.7835552,39,1168784395.8418653,3599475165.255,92816571992.01723,979985173.7743428
2016-10-31,2016-09-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,758,1.1728538899786178,0.031968801653384574,PASS,1198298312.272817,11.98298312272817,0.9680311983466152,0.9500000000004974,1198298312.2817726,39,1271659206.1809387,3415672792.532213,142339793798.4053,1198298312.272817
2016-11-30,2016-10-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,760,1.1749244264187542,0.028956457797496844,PASS,1663934280.7531009,16.63934280753101,0.9710435422025031,0.9500000000000011,1663934280.7645714,39,1678787346.7638745,4264504325.2468305,158099400434.27115,1663934280.7531009
2016-12-30,2016-11-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,755,1.1425680996749117,0.031436913339990415,PASS,897230151.8043036,8.972301518043036,0.9685630866600096,0.9500000000001468,897230151.80883,40,922573180.53872,2998767841.139451,83935152865.13333,897230151.8043036
2017-01-26,2016-12-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,728,0.9998146786207989,0.022764545228319326,PASS,862040581.4283355,8.620405814283355,0.977235454771681,0.9500000000005431,862040581.4326885,40,874780824.7789683,3343124878.3745503,104602255948.18317,862040581.4283355
2017-02-28,2017-01-26,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,741,1.0096362582257177,0.03403442700299989,PASS,790401626.8413953,7.904016268413953,0.9659655729970003,0.9500000000001987,790401626.8460224,40,962430593.8952645,3215618859.5681705,181839118297.95047,790401626.8413953
2017-03-31,2017-02-28,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,768,1.0689962654402168,0.046137445096714524,PASS,880106567.8157953,8.801065678157952,0.9538625549032855,0.9500000000002038,880106567.8213761,40,1144590781.3781548,4132142095.564086,118088926675.95589,880106567.8157953
2017-04-28,2017-03-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,828,1.2696263771947862,0.03481442435516344,PASS,904123389.2463135,9.041233892463135,0.9651855756448368,0.950000000000034,904123389.2516656,40,959098791.7661122,2590751045.4641333,55284559506.165634,904123389.2463135
2017-05-31,2017-04-28,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,750,0.959260419617638,0.022918661827606556,PASS,648048542.1763761,6.480485421763761,0.9770813381723935,0.9500000000001126,648048542.1819956,40,691054025.8651096,3878472657.3627524,75868584393.82538,648048542.1763761
2017-06-30,2017-05-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,739,0.8855838949739978,0.015138961408843889,PASS,666425270.0687246,6.664252700687246,0.984861038591156,0.9500000000007394,666425270.0744014,40,714445534.5458573,5431348645.888275,116116458469.58282,666425270.0687246
2017-07-31,2017-06-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,850,1.2556050176259865,0.02001359010982121,PASS,698952092.3060324,6.989520923060324,0.9799864098901787,0.950000000000591,698952092.3114077,40,695190121.4524844,3072349907.44573,46876615649.35438,698952092.3060324
2017-08-31,2017-07-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,833,1.1274304083386442,0.018022817584319534,PASS,748157583.2072909,7.481575832072909,0.9819771824156807,0.950000000000358,748157583.2127185,40,767714533.4074949,2774771633.607359,110588621125.82356,748157583.2072909
2017-09-29,2017-08-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,803,0.9563953099374347,0.015992773363137525,PASS,990016435.6012802,9.900164356012802,0.9840072266368625,0.9500000000002907,990016435.608026,40,964409146.3366694,5223612200.987233,131313375569.80865,990016435.6012802
2017-10-31,2017-09-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,860,1.087947076979641,0.010355191395380402,PASS,826581750.3902919,8.26581750390292,0.9896448086046196,0.9500000000003395,826581750.3957279,40,772291075.4922783,3697816873.144282,95018985733.07631,826581750.3902919
2017-11-30,2017-10-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,870,1.082182639142423,0.023957887244486466,PASS,535698356.4807945,5.356983564807945,0.9760421127555134,0.9500000000001907,535698356.4840735,41,579544104.3063562,3522332842.8798532,85525774934.52245,535698356.4807945
2017-12-29,2017-11-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,847,0.9669510488214578,0.022111312029818853,PASS,395800676.9375385,3.958006769375385,0.9778886879701811,0.9500000000001836,395800676.93969864,41,402768248.40073246,2829532276.2174973,83734001016.38512,395800676.9375385
2018-01-31,2017-12-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,918,1.182409253113805,0.02516955432942991,PASS,491939018.1485269,4.919390181485269,0.97483044567057,0.9500000000003563,491939018.1510351,41,533503076.50849897,2366645473.9672675,73789968948.57536,491939018.1485269
2018-02-28,2018-01-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,892,1.1131179710836943,0.013822731425325587,PASS,449051002.91853,4.4905100291853,0.9861772685746747,0.9500000000000244,449051002.9208927,41,430508727.1657879,2261954715.02,50322172967.16175,449051002.91853
2018-03-30,2018-02-28,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,849,0.9802724507780224,0.018055694167056633,PASS,623861846.2751822,6.238618462751822,0.9819443058329433,0.9500000000002777,623861846.2807412,40,658053369.3161825,4415407726.961765,73000722845.63365,623861846.2751822
