analysis_date,window,factor_name,method,q1_status,q5_status,q1_turnover,q5_turnover,previous_analysis_date,both_initial_formation,both_legs_pass,pair_status,roundtrip_traded_notional_ratio
2015-07-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,NO_PREVIOUS_FORMATION,NO_PREVIOUS_FORMATION,,,,True,False,BOTH_INITIAL,
2015-08-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6199809016588815,0.4241363154958461,2015-07-31,False,True,BOTH_PASS,2.088234434309455
2015-08-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.59079708859357,0.5989158222974613,2015-07-31,False,True,BOTH_PASS,2.3794258217820627
2015-08-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8504800078231296,0.8549081000099833,2015-07-31,False,True,BOTH_PASS,3.4107762156662256
2015-08-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.49014094017148613,0.4832516838975182,2015-07-31,False,True,BOTH_PASS,1.9467852481380086
2015-08-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.844360029314729,0.8368520072800322,2015-07-31,False,True,BOTH_PASS,3.3624240731895223
2015-08-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7129150404289462,0.6963633182205983,2015-07-31,False,True,BOTH_PASS,2.8185567172990886
2015-08-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7826730202908697,0.7566483622250333,2015-07-31,False,True,BOTH_PASS,3.0786427650318062
2015-08-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5898459302473855,0.5403493571389684,2015-07-31,False,True,BOTH_PASS,2.2603905747727078
2015-08-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5926360897556515,0.42622365452427535,2015-07-31,False,True,BOTH_PASS,2.037719488559854
2015-08-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5083108246862232,0.34619960127676,2015-07-31,False,True,BOTH_PASS,1.7090208519259664
2015-08-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.44487077792325713,0.43363286006067,2015-07-31,False,True,BOTH_PASS,1.757007275967854
2015-08-31,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,NO_PREVIOUS_FORMATION,NO_PREVIOUS_FORMATION,,,,True,False,BOTH_INITIAL,
2015-08-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4140301515840643,0.39345082723301217,2015-07-31,False,True,BOTH_PASS,1.614961957634153
2015-08-31,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,NO_PREVIOUS_FORMATION,NO_PREVIOUS_FORMATION,,,,True,False,BOTH_INITIAL,
2015-08-31,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,NO_PREVIOUS_FORMATION,NO_PREVIOUS_FORMATION,,,,True,False,BOTH_INITIAL,
2015-08-31,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,NO_PREVIOUS_FORMATION,NO_PREVIOUS_FORMATION,,,,True,False,BOTH_INITIAL,
2015-08-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.46332401180177823,0.4818175231336838,2015-07-31,False,True,BOTH_PASS,1.890283069870924
2015-08-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4720594880492493,0.34672748042638923,2015-07-31,False,True,BOTH_PASS,1.6375739369512772
2015-09-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5663502624745856,0.4219263706628805,2015-08-31,False,True,BOTH_PASS,1.9765532662749323
2015-09-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5782927665278018,0.5355534338996791,2015-08-31,False,True,BOTH_PASS,2.227692400854962
2015-09-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8462255579230376,0.8490312209964817,2015-08-31,False,True,BOTH_PASS,3.3905135578390384
2015-09-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.49460326065486937,0.5561570632120871,2015-08-31,False,True,BOTH_PASS,2.101520647733913
2015-09-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8523366436263425,0.8442251309668898,2015-08-31,False,True,BOTH_PASS,3.3931235491864644
2015-09-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6320201990109375,0.6511623506124207,2015-08-31,False,True,BOTH_PASS,2.5663650992467164
2015-09-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7672406638174435,0.7371971079103466,2015-08-31,False,True,BOTH_PASS,3.0088755434555803
2015-09-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5786685246914602,0.5907935674060363,2015-08-31,False,True,BOTH_PASS,2.338924184194993
2015-09-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5703396584199253,0.4216504755005983,2015-08-31,False,True,BOTH_PASS,1.9839802678410472
2015-09-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4006209772912081,0.31679986003831984,2015-08-31,False,True,BOTH_PASS,1.4348416746590558
2015-09-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4148941408153731,0.40603577275496594,2015-08-31,False,True,BOTH_PASS,1.6418598271406781
2015-09-30,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8421236222193175,0.8116507955108752,2015-08-31,False,True,BOTH_PASS,3.307548835460385
2015-09-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.35944227182994143,0.42325997953955874,2015-08-31,False,True,BOTH_PASS,1.5654045027390002
2015-09-30,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8085312667257525,0.7855342416603172,2015-08-31,False,True,BOTH_PASS,3.1881310167721395
2015-09-30,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7017871512555622,0.6777777289161764,2015-08-31,False,True,BOTH_PASS,2.7591297603434772
2015-09-30,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7997732233230883,0.6968519253318665,2015-08-31,False,True,BOTH_PASS,2.9932502973099098
2015-09-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.39867766179177466,0.4160035566485389,2015-08-31,False,True,BOTH_PASS,1.6293624368806272
2015-09-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.41597871112123075,0.30432151873277713,2015-08-31,False,True,BOTH_PASS,1.4406004597080158
2015-10-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5789603087050235,0.5155994036143325,2015-09-30,False,True,BOTH_PASS,2.189119424638712
2015-10-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.616675957389539,0.6186237814475428,2015-09-30,False,True,BOTH_PASS,2.4705994776741633
2015-10-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8565738872910211,0.8594363222260782,2015-09-30,False,True,BOTH_PASS,3.432020419034199
2015-10-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.47797484702798465,0.5836178259292468,2015-09-30,False,True,BOTH_PASS,2.1231853459144627
2015-10-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8377638030033799,0.8475307397662067,2015-09-30,False,True,BOTH_PASS,3.3705890855391734
2015-10-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6743534056400082,0.6672327501116497,2015-09-30,False,True,BOTH_PASS,2.683172311503316
2015-10-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7274700960977543,0.7670708372327895,2015-09-30,False,True,BOTH_PASS,2.9890818666610874
2015-10-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5826355234007566,0.6013609413573824,2015-09-30,False,True,BOTH_PASS,2.3679929295162783
2015-10-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5680026105154953,0.4917765882526196,2015-09-30,False,True,BOTH_PASS,2.1195583975362298
2015-10-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.38464655949115256,0.31116565259869466,2015-09-30,False,True,BOTH_PASS,1.3916244241796945
2015-10-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4040984317632358,0.43912931427094304,2015-09-30,False,True,BOTH_PASS,1.6864554920683577
2015-10-30,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8325940853346561,0.8210725416606887,2015-09-30,False,True,BOTH_PASS,3.3073332539906897
2015-10-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.3063095720060115,0.3805791596585479,2015-09-30,False,True,BOTH_PASS,1.3737774633291187
2015-10-30,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8605206126145555,0.8336808573153318,2015-09-30,False,True,BOTH_PASS,3.3884029398597746
2015-10-30,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6628133847853293,0.6630679929684697,2015-09-30,False,True,BOTH_PASS,2.651762755507598
2015-10-30,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8407794138865812,0.6695021495500054,2015-09-30,False,True,BOTH_PASS,3.0205631268731734
2015-10-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.3802453903892381,0.35609612726618667,2015-09-30,False,True,BOTH_PASS,1.4726830353108495
2015-10-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4061665052300858,0.28951846789682056,2015-09-30,False,True,BOTH_PASS,1.3913699462538127
2015-11-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6221357064104645,0.5584267008323147,2015-10-30,False,True,BOTH_PASS,2.3611248144855583
2015-11-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5743317398813992,0.5940744328933021,2015-10-30,False,True,BOTH_PASS,2.3368123455494025
2015-11-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.880343479686848,0.8647589604831065,2015-10-30,False,True,BOTH_PASS,3.490204880339909
2015-11-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5704496436098789,0.6065364575300879,2015-10-30,False,True,BOTH_PASS,2.353972202279934
2015-11-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8942868383032905,0.8805938001254765,2015-10-30,False,True,BOTH_PASS,3.549761276857534
2015-11-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.677902253268315,0.7058094855495447,2015-10-30,False,True,BOTH_PASS,2.7674234776357194
2015-11-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7593491626197744,0.7962458666014713,2015-10-30,False,True,BOTH_PASS,3.1111900584424914
2015-11-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7194370850497847,0.6494993528696567,2015-10-30,False,True,BOTH_PASS,2.7378728758388826
2015-11-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6057139195929369,0.5641921019398708,2015-10-30,False,True,BOTH_PASS,2.3398120430656153
2015-11-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.460937545172288,0.3394612016055508,2015-10-30,False,True,BOTH_PASS,1.6007974935556777
2015-11-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4521533802231505,0.5380207730009083,2015-10-30,False,True,BOTH_PASS,1.9803483064481178
2015-11-30,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8046503496168154,0.8694222474878022,2015-10-30,False,True,BOTH_PASS,3.348145194209235
2015-11-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.30796594881682143,0.40913767288266367,2015-10-30,False,True,BOTH_PASS,1.43420724339897
2015-11-30,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8421555162693766,0.8394170076473249,2015-10-30,False,True,BOTH_PASS,3.363145047833403
2015-11-30,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6863995059662309,0.666644321867264,2015-10-30,False,True,BOTH_PASS,2.7060876556669897
2015-11-30,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8046046361305839,0.7120665236830805,2015-10-30,False,True,BOTH_PASS,3.033342319627329
2015-11-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4110323853283885,0.42949812071482196,2015-10-30,False,True,BOTH_PASS,1.681061012086421
2015-11-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.45802958397539284,0.36034246153451555,2015-10-30,False,True,BOTH_PASS,1.6367440910198168
2015-12-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.64802066352006,0.5606343173663693,2015-11-30,False,True,BOTH_PASS,2.4173099617728586
2015-12-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.577827696846008,0.6127370143466311,2015-11-30,False,True,BOTH_PASS,2.3811294223852784
2015-12-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.891675177796616,0.881365118158571,2015-11-30,False,True,BOTH_PASS,3.546080591910374
2015-12-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5769532494980908,0.6332042124253763,2015-11-30,False,True,BOTH_PASS,2.4203149238469344
2015-12-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8593821506657687,0.8593674275472791,2015-11-30,False,True,BOTH_PASS,3.437499156426096
2015-12-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7487530830287349,0.6938585170886367,2015-11-30,False,True,BOTH_PASS,2.8852232002347433
2015-12-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7846208300022963,0.7851852170102259,2015-11-30,False,True,BOTH_PASS,3.1396120940250443
2015-12-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7081552452864919,0.7079539302913239,2015-11-30,False,True,BOTH_PASS,2.832218351155632
2015-12-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6145365382880956,0.5639957362586,2015-11-30,False,True,BOTH_PASS,2.3570645490933915
2015-12-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5240377438085488,0.43401175151805993,2015-11-30,False,True,BOTH_PASS,1.9160989906532175
2015-12-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.43316878871823317,0.5925366670873431,2015-11-30,False,True,BOTH_PASS,2.0514109116111525
2015-12-31,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8444677354955477,0.8081789786851906,2015-11-30,False,True,BOTH_PASS,3.3052934283614768
2015-12-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.3655511314208495,0.5155211798866471,2015-11-30,False,True,BOTH_PASS,1.7621446226149933
2015-12-31,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8175091730921444,0.8109515158388518,2015-11-30,False,True,BOTH_PASS,3.2569213778619925
2015-12-31,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6722704765524834,0.6383376254313179,2015-11-30,False,True,BOTH_PASS,2.6212162039676024
2015-12-31,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7854843906921618,0.7232668633194812,2015-11-30,False,True,BOTH_PASS,3.017502508023286
2015-12-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5244533408976195,0.5495736995701875,2015-11-30,False,True,BOTH_PASS,2.148054080935614
2015-12-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5130956613427111,0.42552473756009623,2015-11-30,False,True,BOTH_PASS,1.8772407978056147
2016-01-29,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5956090361664279,0.4697210572392949,2015-12-31,False,True,BOTH_PASS,2.1306601868114456
2016-01-29,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5662573786940673,0.5703409609673681,2015-12-31,False,True,BOTH_PASS,2.273196679322871
2016-01-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8677069771235608,0.8841255745232484,2015-12-31,False,True,BOTH_PASS,3.5036651032936184
2016-01-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5391842742771711,0.6067849885862838,2015-12-31,False,True,BOTH_PASS,2.29193852572691
2016-01-29,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8651590126957002,0.8669109807310864,2015-12-31,False,True,BOTH_PASS,3.4641399868535734
2016-01-29,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6772933493122031,0.6497303852978839,2015-12-31,False,True,BOTH_PASS,2.654047469220174
2016-01-29,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7310442946871005,0.7131426036397592,2015-12-31,False,True,BOTH_PASS,2.8883737966537195
2016-01-29,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6286726275060146,0.5828723065642063,2015-12-31,False,True,BOTH_PASS,2.423089868140442
2016-01-29,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.576644873266015,0.4515134459598572,2015-12-31,False,True,BOTH_PASS,2.0563166384517446
2016-01-29,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5496447581498936,0.44780513452702536,2015-12-31,False,True,BOTH_PASS,1.9948997853538377
2016-01-29,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.51772440944135,0.5699823974823923,2015-12-31,False,True,BOTH_PASS,2.1754136138474847
2016-01-29,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8639640012861309,0.8904060655516923,2015-12-31,False,True,BOTH_PASS,3.5087401336756465
2016-01-29,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4748635914345377,0.5161102172535185,2015-12-31,False,True,BOTH_PASS,1.9819476173761124
2016-01-29,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8552867920245784,0.8571022654106237,2015-12-31,False,True,BOTH_PASS,3.424778114870404
2016-01-29,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6971380444616329,0.6745488924346783,2015-12-31,False,True,BOTH_PASS,2.7433738737926223
2016-01-29,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8079041423675837,0.751875909388604,2015-12-31,False,True,BOTH_PASS,3.1195601035123754
2016-01-29,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5725866254356466,0.567004263436452,2015-12-31,False,True,BOTH_PASS,2.2791817777441974
2016-01-29,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5387464530492108,0.40587543371235385,2015-12-31,False,True,BOTH_PASS,1.889243773523129
2016-01-29,252,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,NO_PREVIOUS_FORMATION,NO_PREVIOUS_FORMATION,,,,True,False,BOTH_INITIAL,
2016-01-29,252,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,NO_PREVIOUS_FORMATION,NO_PREVIOUS_FORMATION,,,,True,False,BOTH_INITIAL,
2016-01-29,252,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,NO_PREVIOUS_FORMATION,NO_PREVIOUS_FORMATION,,,,True,False,BOTH_INITIAL,
2016-01-29,252,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,NO_PREVIOUS_FORMATION,NO_PREVIOUS_FORMATION,,,,True,False,BOTH_INITIAL,
2016-01-29,252,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,NO_PREVIOUS_FORMATION,NO_PREVIOUS_FORMATION,,,,True,False,BOTH_INITIAL,
2016-02-29,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4846800689784649,0.3858107100354923,2016-01-29,False,True,BOTH_PASS,1.7409815580279142
2016-02-29,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.5246822294903978,0.5254660554905742,2016-01-29,False,True,BOTH_PASS,2.100296569961944
2016-02-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8503894023886585,0.8380999875645287,2016-01-29,False,True,BOTH_PASS,3.3769787799063744
2016-02-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4755626191932968,0.45642486284427947,2016-01-29,False,True,BOTH_PASS,1.8639749640751524
2016-02-29,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8527532697338562,0.8175596532293002,2016-01-29,False,True,BOTH_PASS,3.340625845926313
2016-02-29,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6842182462336567,0.6724298523673125,2016-01-29,False,True,BOTH_PASS,2.713296197201938
2016-02-29,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.7618428032937667,0.7895916451257932,2016-01-29,False,True,BOTH_PASS,3.10286889683912
2016-02-29,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.6017974658765235,0.5217880598269895,2016-01-29,False,True,BOTH_PASS,2.247171051407026
2016-02-29,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.47702028744355507,0.3785447183325078,2016-01-29,False,True,BOTH_PASS,1.7111300115521257
2016-02-29,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.4451810162546959,0.34093609905926126,2016-01-29,False,True,BOTH_PASS,1.5722342306279145
2016-02-29,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.39988462769547084,0.4644166695456549,2016-01-29,False,True,BOTH_PASS,1.7286025944822514
2016-02-29,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,PASS,PASS,0.8420562520533594,0.8633562263509515,2016-01-29,False,True,BOTH_PASS,3.410824956808622
